Group,T_C,tax,lo,hi
Clade4,31.5,1.0522489902995154,1.017970260663485,1.103592007601466
Clade4,31.75,1.0430568676806207,1.0127054058121805,1.090156057837598
Clade4,32,1.0345966200952104,1.0083757585470852,1.0775576669666576
Clade4,32.25,1.0270405995126637,1.0049984007308372,1.06580426553368
Clade4,32.5,1.020350879762087,1.00246994781909,1.0550536405051179
Clade4,32.75,1.0145972965900296,1.0007746223686804,1.0451863465836269
Clade4,33,1.0097616730022874,1.0002246356766364,1.0364615541895237
Clade4,33.25,1.0059281895228804,1.0000316927900783,1.0286597135574007
Clade4,33.5,1.0031518946746114,1.0000041934055253,1.021695830801289
Clade4,33.75,1.0015915038831398,1.0000040636974699,1.0155950345426938
Clade4,34,1.0009676443596773,1.0000013138652817,1.0121155001829796
Clade4,34.25,1.0009621916172238,1.000002375410374,1.0123309893885644
Clade4,34.5,1.0016613379171075,1.0000048350926258,1.0164657149509044
Clade4,34.75,1.0033979280143792,1.0000161328480726,1.022804829347338
Clade4,35,1.0064761107913807,1.0000407404872635,1.0304344599430437
Clade4,35.25,1.0107089224728352,1.0001995871494955,1.0392857473802766
Clade4,35.5,1.0161093082885817,1.001278309221742,1.0493552715723338
Clade4,35.75,1.0226115232915673,1.00341216050117,1.0604482961125834
Clade4,36,1.0301650092878054,1.0066674213886295,1.0723347193638073
Clade4,36.25,1.0390182678777826,1.0111136656877773,1.0857413569994017
Clade4,36.5,1.0490064621407134,1.016622214304882,1.1009137775968236
Clade4,36.75,1.0602743007617763,1.023209650399081,1.117823472246956
Clade4,37,1.0727178379902464,1.0310053262180583,1.1349137915047802
Clade4,37.25,1.086672776754222,1.0399571017701055,1.1542790576623496
Clade4,37.5,1.101927550582932,1.050219731485145,1.1748529335461741
Clade4,37.75,1.118860742388156,1.0625732120341636,1.196791835734765
Clade4,38,1.1368805879012998,1.0759713608896027,1.220243731249877
Clade4,38.25,1.156348553459709,1.0905076958307065,1.246061667472727
Clade4,38.5,1.1770545224561644,1.106421632662311,1.2732327762191793
Clade4,38.75,1.199543678122967,1.1239473940609996,1.304315518428015
Clade4,39,1.2239643062346661,1.1429022559519448,1.336481548997834
Clade4,39.25,1.249902901975285,1.1638168415308323,1.369336078539935
Clade4,39.5,1.2778378911751895,1.18598767561285,1.403351760279625
Clade4,39.75,1.3071069835999158,1.2097577406529991,1.4405946332011728
Clade4,40,1.3385530706512123,1.2347675982754915,1.4829529780633721
Clade4,40.25,1.3721707150805147,1.2615584512068814,1.5252870930937017
Clade4,40.5,1.4086464346377021,1.2892370011130843,1.5710996257661063
Clade4,40.75,1.4458460135539353,1.3183446818077738,1.6189888264305683
Clade4,41,1.484803630607804,1.3496977091042253,1.67045540493866
Clade4,41.25,1.5260583050790493,1.3814252116330112,1.7237340808719477
Clade4,41.5,1.5710074402992147,1.415616352136019,1.780347006787309
Clade4,41.75,1.6186105982820427,1.453010506913531,1.8419468028264787
Clade4,42,1.6674507580039664,1.4894615534767464,1.9096961656250189
Clade4,42.25,1.7190875756342416,1.5300752996108393,1.9783857806053666
Clade4,42.5,1.7734315786078922,1.5731214900283008,2.0539364612747235
Clade4,42.75,1.8302313401003998,1.6142559771665372,2.1318111129759245
Clade4,43,1.8892821171160183,1.6572063629905887,2.2174101204395003
Clade4,43.25,1.9536270695726052,1.7020223395433125,2.307289867216854
Clade4,43.5,2.0199425831002706,1.7484503725792284,2.3971401678341366
Clade4,43.75,2.089542885158326,1.7988742795389157,2.495089238221129
Clade4,44,2.163765111188259,1.8493752178688885,2.5979244729121787
para,22,1.5036147571445952,1.2823889268999116,1.7587948342464301
para,22.25,1.4800520985928558,1.2711774708654107,1.7249959757474538
para,22.5,1.4576711253737027,1.2572274791901912,1.6933936325931467
para,22.75,1.435094349576322,1.2442584006959134,1.6590220781314282
para,23,1.4134319198834682,1.2309516165390404,1.6246631804812481
para,23.25,1.392543767062322,1.2186645902179327,1.5936489224838162
para,23.5,1.3729070613414374,1.2064324006232705,1.565948269118338
para,23.75,1.3527004076560485,1.1944929089354104,1.538953296362171
para,24,1.333218684932243,1.1832922170008084,1.5128303022970138
para,24.25,1.3145829415167127,1.1724436538833611,1.4862913848580743
para,24.5,1.2956685058031188,1.1617924490081593,1.4573399373681826
para,24.75,1.2774199812321596,1.1503776214942203,1.4320913780066271
para,25,1.2595655615158556,1.1392443610882013,1.4039631552516483
para,25.25,1.2414035602279367,1.1285348620981706,1.3785005083533703
para,25.5,1.2237869166513315,1.1188935379224283,1.3547099726235032
para,25.75,1.2072979319869839,1.1091922130595522,1.3322271756312025
para,26,1.1902580835329026,1.0997707751713488,1.310376563212665
para,26.25,1.1756279281255817,1.0895765683000347,1.2887999999403914
para,26.5,1.161403583876005,1.0810913924477,1.2671405424720563
para,26.75,1.1473076821032953,1.0720435710081142,1.24705852573307
para,27,1.133404886595566,1.0630393858208946,1.2283938177681981
para,27.25,1.120239197486237,1.0541416848898582,1.2078899467262314
para,27.5,1.1079203768511379,1.0457266329845445,1.1904044984911981
para,27.75,1.095931283399578,1.0378499118048232,1.1729539044474464
para,28,1.0842100933265018,1.0305914131000984,1.155913264416023
para,28.25,1.0731726584606633,1.0241214358787858,1.1396300445054854
para,28.5,1.062411593810698,1.0186423668889641,1.1248007890799123
para,28.75,1.0529347039661636,1.0135653093936936,1.1106825558485713
para,29,1.0440237376022472,1.0090526694040989,1.0975643146422818
para,29.25,1.0354589016437168,1.0054928349337153,1.0851498059584916
para,29.5,1.0277924723342475,1.0026882636193704,1.0733898620724853
para,29.75,1.021012954228508,1.0009142379493754,1.0623374774499919
para,30,1.0150774559653453,1.0002674610705355,1.0518573764922188
para,30.25,1.010088840555377,1.0001001879217024,1.0423759800200327
para,30.5,1.006161314295679,1.0000307065759242,1.0339306430036648
para,30.75,1.0034800331695686,1.0000092664185383,1.0260082040554734
para,31,1.0019256420520195,1.0000050071887292,1.0196900814817746
para,31.25,1.0013665100720406,1.0000037306391147,1.0169988708609856
para,31.5,1.0016187304353572,1.0000032325463404,1.0212736292135762
para,31.75,1.002591535994589,1.0000072535666962,1.0286884442974862
para,32,1.0051320709520268,1.000021593593202,1.0377420657859848
para,32.25,1.0095077366361145,1.000049954183611,1.048982526303815
para,32.5,1.0155125546183696,1.0002524559147938,1.0626461092071657
para,32.75,1.023193116835496,1.00137622663858,1.0789506664385298
para,33,1.03301612212034,1.004295771648491,1.0964308910499698
para,33.25,1.0450089766720123,1.0087794094737876,1.115887205848794
