T,OTU,Replicate,fit_start_time,fit_end_time,delta_Ninoc_to_N0_min,n0_ramp_factor,N_inoculation_cells_per_L
22,18,R4,90.3,647.8,90.3,1,14000000
22,18,R5,62.2,649.8,62.2,1,14000000
24,1,R1,60.1,495.4,60.1,1,42000000
24,1,R2,58.1,425.2,58.1,1,42000000
24,1,R3,83.2,478.4,83.2,1,42000000
24,1,R4,77.2,476.3,77.2,1,42000000
24,1,R5,71.2,477.3,71.2,1,42000000
24,2,R1,57.1,445.2,57.1,1,42000000
24,2,R2,59.1,422.2,59.1,1,42000000
24,2,R3,58.1,448.3,58.1,1,42000000
24,2,R4,58.1,393.1,58.1,1,42000000
24,2,R5,54.1,442.2,54.1,1,42000000
24,3,R1,51.1,488.4,51.1,1,42000000
24,3,R2,63.1,541.5,63.1,1,42000000
24,3,R3,66.2,476.3,66.2,1,42000000
24,3,R4,92.2,492.4,92.2,1,42000000
24,3,R5,89.2,510.4,89.2,1,42000000
24,4,R1,59.2,489.6,59.2,1,42000000
24,4,R2,81.3,578.8,81.3,1,42000000
24,4,R3,77.2,577.8,77.2,1,42000000
24,4,R4,62.2,530.7,62.2,1,42000000
24,4,R5,60.2,622,60.2,1,42000000
24,5,R1,54.1,698.2,54.1,1,42000000
24,5,R2,87.3,648.1,87.3,1,42000000
24,5,R3,63.2,671.1,63.2,1,42000000
24,5,R4,89.3,683.2,89.3,1,42000000
24,5,R5,60.2,556.8,60.2,1,42000000
24,6,R1,59.2,802.6,59.2,1,42000000
24,6,R2,31.1,720.3,31.1,1,42000000
24,6,R3,78.2,786.5,78.2,1,42000000
24,6,R4,68.2,782.5,68.2,1,42000000
24,6,R5,87.3,736.4,87.3,1,42000000
24,7,R1,53.2,469.5,53.2,1,42000000
24,7,R2,42.1,566.8,42.1,1,42000000
24,7,R3,37.1,557.8,37.1,1,42000000
24,7,R4,35.1,612,35.1,1,42000000
24,7,R5,67.2,511.6,67.2,1,42000000
24,8,R1,41.1,513.6,41.1,1,42000000
24,8,R2,60.2,486.5,60.2,1,42000000
24,8,R3,57.2,487.5,57.2,1,42000000
24,8,R4,58.2,504.6,58.2,1,42000000
24,8,R5,53.2,510.6,53.2,1,42000000
24,9,R1,63.2,489.5,63.2,1,42000000
24,9,R2,66.2,570.8,66.2,1,42000000
24,9,R3,58.2,466.5,58.2,1,42000000
24,9,R4,62.2,512.6,62.2,1,42000000
24,9,R5,63.2,461.5,63.2,1,42000000
24,10,R1,48.1,565.8,48.1,1,42000000
24,10,R2,43.1,558.8,43.1,1,42000000
24,10,R3,74.2,546.7,74.2,1,42000000
24,10,R4,72.2,508.6,72.2,1,42000000
24,10,R5,74.2,569.8,74.2,1,42000000
24,11,R1,73.2,581.8,73.2,1,42000000
24,11,R2,71.2,529.7,71.2,1,42000000
24,11,R3,52.1,533.7,52.1,1,42000000
24,11,R4,71.2,469.5,71.2,1,42000000
24,11,R5,68.2,509.6,68.2,1,42000000
24,12,R1,52.1,503.6,52.1,1,42000000
24,12,R2,72.2,527.6,72.2,1,42000000
24,12,R3,80.2,501.6,80.2,1,42000000
24,12,R4,55.1,510.6,55.1,1,42000000
24,12,R5,75.2,523.6,75.2,1,42000000
24,13,R1,43.1,653.3,43.1,1,69000000
24,13,R2,145.5,660.3,145.5,1,69000000
24,13,R3,94.3,637.2,94.3,1,69000000
24,13,R4,120.4,641.2,120.4,1,69000000
24,13,R5,94.3,628.2,94.3,1,69000000
24,14,R1,167.6,674.4,167.6,1,69000000
24,14,R2,120.4,637.2,120.4,1,69000000
24,14,R3,116.4,604.1,116.4,1,69000000
24,14,R4,146.5,595.1,146.5,1,69000000
24,14,R5,215.8,664.3,215.8,1,69000000
24,15,R1,64.2,463.6,64.2,1,69000000
24,15,R2,119.4,472.6,119.4,1,69000000
24,15,R3,193.7,604.1,193.7,1,69000000
24,15,R4,113.4,526.9,113.4,1,69000000
24,15,R5,114.4,560,114.4,1,69000000
24,16,R1,25.1,480.2,25.1,1,14000000
24,16,R2,70.2,462.2,70.2,1,14000000
24,16,R3,69.2,467.2,69.2,1,14000000
24,16,R4,70.2,480.2,70.2,1,14000000
24,16,R5,66.2,467.2,66.2,1,14000000
24,17,R1,45.1,419.1,45.1,1,14000000
24,17,R2,82.2,424.1,82.2,1,14000000
24,17,R3,25.1,480.2,25.1,1,14000000
24,17,R4,91.2,449.1,91.2,1,14000000
24,17,R5,72.2,471.2,72.2,1,14000000
24,18,R1,50.1,466.2,50.1,1,14000000
24,18,R2,48.1,460.2,48.1,1,14000000
24,18,R3,66.2,496.3,66.2,1,14000000
24,18,R4,70.2,499.3,70.2,1,14000000
24,18,R5,86.2,438.1,86.2,1,14000000
26,1,R1,71.2,345,71.2,1,42000000
26,1,R2,75.2,430.3,75.2,1,42000000
26,1,R3,72.2,383.1,72.2,1,42000000
26,1,R4,68.2,428.3,68.2,1,42000000
26,1,R5,77.2,381.1,77.2,1,42000000
26,2,R1,69.2,392.1,69.2,1,42000000
26,2,R2,59.1,420.2,59.1,1,42000000
26,2,R3,80.2,391.1,80.2,1,42000000
26,2,R4,75.2,390.1,75.2,1,42000000
26,2,R5,73.2,390.1,73.2,1,42000000
26,3,R1,54.1,415.2,54.1,1,42000000
26,3,R2,61.1,416.2,61.1,1,42000000
26,3,R3,77.2,351,77.2,1,42000000
26,3,R4,68.2,432.3,68.2,1,42000000
26,3,R5,63.2,428.3,63.2,1,42000000
26,4,R1,65.2,448.5,65.2,1,42000000
26,4,R2,87.2,450.5,87.2,1,42000000
26,4,R3,74.2,502.7,74.2,1,42000000
26,4,R4,64.2,462.6,64.2,1,42000000
26,4,R5,62.1,508.7,62.1,1,42000000
26,5,R1,73.2,569.9,73.2,1,42000000
26,5,R2,85.2,452.5,85.2,1,42000000
26,5,R3,93.2,567.9,93.2,1,42000000
26,5,R4,99.2,557.9,99.2,1,42000000
26,5,R5,91.2,458.5,91.2,1,42000000
26,6,R1,71.2,462.6,71.2,1,42000000
26,6,R2,96.2,463.6,96.2,1,42000000
26,6,R3,100.3,516.8,100.3,1,42000000
26,6,R4,63.1,518.8,63.1,1,42000000
26,6,R5,51.1,567.9,51.1,1,42000000
26,7,R1,36.1,429.4,36.1,1,42000000
26,7,R2,68.2,388.3,68.2,1,42000000
26,7,R3,61.2,428.4,61.2,1,42000000
26,7,R4,73.2,418.4,73.2,1,42000000
26,7,R5,63.2,376.3,63.2,1,42000000
26,8,R1,73.2,384.3,73.2,1,42000000
26,8,R2,62.2,423.4,62.2,1,42000000
26,8,R3,69.2,449.5,69.2,1,42000000
26,8,R4,54.1,439.5,54.1,1,42000000
26,8,R5,70.2,466.6,70.2,1,42000000
26,9,R1,59.2,479.6,59.2,1,42000000
26,9,R2,72.2,435.5,72.2,1,42000000
26,9,R3,61.2,433.4,61.2,1,42000000
26,9,R4,67.2,424.4,67.2,1,42000000
26,9,R5,64.2,382.3,64.2,1,42000000
26,10,R1,82.2,465.5,82.2,1,42000000
26,10,R2,86.3,475.5,86.3,1,42000000
26,10,R3,80.2,476.5,80.2,1,42000000
26,10,R4,87.3,400.3,87.3,1,42000000
26,10,R5,79.2,472.5,79.2,1,42000000
26,11,R1,74.2,435.4,74.2,1,42000000
26,11,R2,80.2,408.3,80.2,1,42000000
26,11,R3,89.3,396.3,89.3,1,42000000
26,11,R4,78.2,428.4,78.2,1,42000000
26,11,R5,89.3,473.5,89.3,1,42000000
26,12,R1,69.2,396.3,69.2,1,42000000
26,12,R2,77.2,367.2,77.2,1,42000000
26,12,R3,92.3,395.2,92.3,1,42000000
26,12,R4,75.2,369.2,75.2,1,42000000
26,12,R5,52.2,410.3,52.2,1,42000000
26,13,R1,125.4,513.8,125.4,1,69000000
26,13,R2,130.4,522.8,130.4,1,69000000
26,13,R3,80.2,759.7,80.2,1,69000000
26,13,R4,125.4,514.8,125.4,1,69000000
26,13,R5,127.4,544.9,127.4,1,69000000
26,14,R1,192.6,552.9,192.6,1,69000000
26,14,R2,86.2,439.5,86.2,1,69000000
26,14,R3,124.4,472.6,124.4,1,69000000
26,14,R4,227.7,540.8,227.7,1,69000000
26,14,R5,127.4,453.6,127.4,1,69000000
26,15,R1,122.3,434.5,122.3,1,69000000
26,15,R2,123.4,413.4,123.4,1,69000000
26,15,R3,128.4,457.6,128.4,1,69000000
26,15,R4,125.4,441.6,125.4,1,69000000
26,15,R5,125.4,452.6,125.4,1,69000000
26,16,R1,77.2,311.9,77.2,1,14000000
26,16,R2,71.2,374.1,71.2,1,14000000
26,16,R3,70.2,407.2,70.2,1,14000000
26,16,R4,70.2,410.2,70.2,1,14000000
26,16,R5,73.2,344,73.2,1,14000000
26,17,R1,70.2,422.2,70.2,1,14000000
26,17,R2,74.2,373.1,74.2,1,14000000
26,17,R3,76.2,381.1,76.2,1,14000000
26,17,R4,79.2,416.2,79.2,1,14000000
26,17,R5,73.2,380.1,73.2,1,14000000
26,18,R1,79.2,413.2,79.2,1,14000000
26,18,R2,70.2,443.3,70.2,1,14000000
26,18,R3,70.2,419.2,70.2,1,14000000
26,18,R4,73.2,449.3,73.2,1,14000000
26,18,R5,70.2,437.3,70.2,1,14000000
28,1,R1,70.2,349,70.2,1,42000000
28,1,R2,60.1,346,60.1,1,42000000
28,1,R3,95.3,348,95.3,1,42000000
28,1,R4,83.2,337,83.2,1,42000000
28,1,R5,76.2,334,76.2,1,42000000
28,2,R1,70.2,349,70.2,1,42000000
28,2,R2,82.2,263.8,82.2,1,42000000
28,2,R3,76.2,298.9,76.2,1,42000000
28,2,R4,70.2,337,70.2,1,42000000
28,2,R5,76.2,307.9,76.2,1,42000000
28,3,R1,69.2,330,69.2,1,42000000
28,3,R2,69.2,380.1,69.2,1,42000000
28,3,R3,41.1,341,41.1,1,42000000
28,3,R4,88.2,390.1,88.2,1,42000000
28,3,R5,46.1,330,46.1,1,42000000
28,4,R1,72.2,438.4,72.2,1,42000000
28,4,R2,54.1,419.3,54.1,1,42000000
28,4,R3,65.2,459.4,65.2,1,42000000
28,4,R4,93.3,396.3,93.3,1,42000000
28,4,R5,68.2,422.4,68.2,1,42000000
28,5,R1,68.2,381.2,68.2,1,42000000
28,5,R2,69.2,425.4,69.2,1,42000000
28,5,R3,90.3,385.2,90.3,1,42000000
28,5,R4,62.2,494.6,62.2,1,42000000
28,5,R5,54.1,435.4,54.1,1,42000000
28,6,R1,61.2,490.6,61.2,1,42000000
28,6,R2,65.2,486.6,65.2,1,42000000
28,6,R3,42.1,469.5,42.1,1,42000000
28,6,R4,50.1,473.5,50.1,1,42000000
28,6,R5,50.1,452.4,50.1,1,42000000
28,7,R1,64.2,397.3,64.2,1,42000000
28,7,R2,64.2,422.4,64.2,1,42000000
28,7,R3,88.3,401.3,88.3,1,42000000
28,7,R4,64.2,397.3,64.2,1,42000000
28,7,R5,63.2,397.3,63.2,1,42000000
28,8,R1,69.2,335.1,69.2,1,42000000
28,8,R2,73.3,370.2,73.3,1,42000000
28,8,R3,73.3,378.2,73.3,1,42000000
28,8,R4,81.3,338.1,81.3,1,42000000
28,8,R5,60.2,353.2,60.2,1,42000000
28,9,R1,51.2,342.1,51.2,1,42000000
28,9,R2,40.1,376.2,40.1,1,42000000
28,9,R3,60.2,356.2,60.2,1,42000000
28,9,R4,73.3,374.2,73.3,1,42000000
28,9,R5,60.2,327.1,60.2,1,42000000
28,10,R1,78.2,384.2,78.2,1,42000000
28,10,R2,65.2,376.2,65.2,1,42000000
28,10,R3,83.2,370.2,83.2,1,42000000
28,10,R4,96.3,405.3,96.3,1,42000000
28,10,R5,68.2,393.2,68.2,1,42000000
28,11,R1,71.2,346,71.2,1,42000000
28,11,R2,74.2,374.2,74.2,1,42000000
28,11,R3,87.3,356.1,87.3,1,42000000
28,11,R4,97.3,349.6,97.3,1,42000000
28,11,R5,87.3,359.1,87.3,1,42000000
28,12,R1,69.2,322,69.2,1,42000000
28,12,R2,42.1,371.2,42.1,1,42000000
28,12,R3,83.2,354.1,83.2,1,42000000
28,12,R4,69.2,360.1,69.2,1,42000000
28,12,R5,69.2,384.2,69.2,1,42000000
28,13,R1,69.2,677.4,69.2,1,69000000
28,13,R2,133.4,458.6,133.4,1,69000000
28,13,R3,130.4,452.6,130.4,1,69000000
28,13,R4,187.7,489.7,187.7,1,69000000
28,13,R5,102.4,446.6,102.4,1,69000000
28,14,R1,128.4,472.6,128.4,1,69000000
28,14,R2,147.5,452.6,147.5,1,69000000
28,14,R3,133.4,497.8,133.4,1,69000000
28,14,R4,176.6,539.9,176.6,1,69000000
28,14,R5,156.6,485.7,156.6,1,69000000
28,15,R1,122.4,366.3,122.4,1,69000000
28,15,R2,77.2,354.2,77.2,1,69000000
28,15,R3,171.6,471.6,171.6,1,69000000
28,15,R4,81.3,380.3,81.3,1,69000000
28,15,R5,130.4,389.4,130.4,1,69000000
28,16,R1,68.2,351.9,68.2,1,14000000
28,16,R2,88.2,328.9,88.2,1,14000000
28,16,R3,89.2,352.9,89.2,1,14000000
28,16,R4,89.2,407,89.2,1,14000000
28,16,R5,68.2,344.9,68.2,1,14000000
28,17,R1,87.2,321.8,87.2,1,14000000
28,17,R2,77.2,347.9,77.2,1,14000000
28,17,R3,96.2,357.9,96.2,1,14000000
28,17,R4,86.2,307.8,86.2,1,14000000
28,17,R5,60.1,353.9,60.1,1,14000000
28,18,R1,65.2,326.8,65.2,1,14000000
28,18,R2,72.2,350.9,72.2,1,14000000
28,18,R3,84.2,343.9,84.2,1,14000000
28,18,R4,81.2,280.7,81.2,1,14000000
28,18,R5,75.2,328.9,75.2,1,14000000
30,1,R1,72.2,293.8,72.2,1,42000000
30,1,R2,80.2,279.8,80.2,1,42000000
30,1,R3,78.2,239.7,78.2,1,42000000
30,1,R4,54.1,223.7,54.1,1,42000000
30,1,R5,59.1,263.7,59.1,1,42000000
30,2,R1,70.2,283.8,70.2,1,42000000
30,2,R2,80.2,256.7,80.2,1,42000000
30,2,R3,61.1,270.8,61.1,1,42000000
30,2,R4,88.2,239.7,88.2,1,42000000
30,2,R5,66.2,260.7,66.2,1,42000000
30,3,R1,69.2,298.9,69.2,1,42000000
30,3,R2,95.2,322.9,95.2,1,42000000
30,3,R3,88.2,299.9,88.2,1,42000000
30,3,R4,85.2,313.9,85.2,1,42000000
30,3,R5,69.2,301.9,69.2,1,42000000
30,4,R1,69.2,331,69.2,1,42000000
30,4,R2,79.2,356.1,79.2,1,42000000
30,4,R3,54.1,422.4,54.1,1,42000000
30,4,R4,74.2,295.9,74.2,1,42000000
30,4,R5,82.2,309,82.2,1,42000000
30,5,R1,72.2,411.3,72.2,1,42000000
30,5,R2,77.2,330,77.2,1,42000000
30,5,R3,57.1,370.2,57.1,1,42000000
30,5,R4,91.2,334.1,91.2,1,42000000
30,5,R5,81.2,381.2,81.2,1,42000000
30,6,R1,77.2,461.6,77.2,1,42000000
30,6,R2,91.2,386.2,91.2,1,42000000
30,6,R3,92.2,396.2,92.2,1,42000000
30,6,R4,85.2,377.2,85.2,1,42000000
30,6,R5,66.2,426.4,66.2,1,42000000
30,7,R1,71.2,319,71.2,1,42000000
30,7,R2,73.2,277.9,73.2,1,42000000
30,7,R3,70.2,294.9,70.2,1,42000000
30,7,R4,80.2,256.8,80.2,1,42000000
30,7,R5,77.2,304,77.2,1,42000000
30,8,R1,67.2,330.1,67.2,1,42000000
30,8,R2,83.2,295.9,83.2,1,42000000
30,8,R3,84.2,305,84.2,1,42000000
30,8,R4,67.2,321,67.2,1,42000000
30,8,R5,92.3,337.1,92.3,1,42000000
30,9,R1,81.2,362.2,81.2,1,42000000
30,9,R2,86.3,344.1,86.3,1,42000000
30,9,R3,90.3,320,90.3,1,42000000
30,9,R4,84.2,316,84.2,1,42000000
30,9,R5,89.3,313,89.3,1,42000000
30,10,R1,79.2,354.1,79.2,1,42000000
30,10,R2,76.2,308,76.2,1,42000000
30,10,R3,69.2,278.9,69.2,1,42000000
30,10,R4,78.2,309,78.2,1,42000000
30,10,R5,73.2,319,73.2,1,42000000
30,11,R1,82.2,339.1,82.2,1,42000000
30,11,R2,91.3,340.1,91.3,1,42000000
30,11,R3,96.3,338.1,96.3,1,42000000
30,11,R4,83.3,319,83.3,1,42000000
30,11,R5,83.3,308,83.3,1,42000000
30,12,R1,69.2,303,69.2,1,42000000
30,12,R2,72.2,263.8,72.2,1,42000000
30,12,R3,85.3,290.9,85.3,1,42000000
30,12,R4,74.2,265.8,74.2,1,42000000
30,12,R5,74.2,260.8,74.2,1,42000000
30,13,R1,115.3,368.2,115.3,1,69000000
30,13,R2,122.3,399.4,122.3,1,69000000
30,13,R3,143.4,398.4,143.4,1,69000000
30,13,R4,96.3,372.2,96.3,1,69000000
30,13,R5,115.3,399.4,115.3,1,69000000
30,14,R1,211.6,442.6,211.6,1,69000000
30,14,R2,126.4,355.2,126.4,1,69000000
30,14,R3,119.3,359.2,119.3,1,69000000
30,14,R4,61.1,335.1,61.1,1,69000000
30,14,R5,130.4,385.3,130.4,1,69000000
30,15,R1,149.4,338.1,149.4,1,69000000
30,15,R2,149.4,342.1,149.4,1,69000000
30,15,R3,134.4,339.1,134.4,1,69000000
30,15,R4,147.4,360.2,147.4,1,69000000
30,15,R5,111.3,356.2,111.3,1,69000000
30,16,R1,37.1,284.8,37.1,1,14000000
30,16,R2,61.2,268.8,61.2,1,14000000
30,16,R3,65.2,248.7,65.2,1,14000000
30,16,R4,58.2,281.8,58.2,1,14000000
30,16,R5,63.2,252.7,63.2,1,14000000
30,17,R1,79.2,329,79.2,1,14000000
30,17,R2,84.2,323.9,84.2,1,14000000
30,17,R3,76.2,266.8,76.2,1,14000000
30,17,R4,68.2,327,68.2,1,14000000
30,17,R5,73.2,260.7,73.2,1,14000000
30,18,R1,89.3,385.1,89.3,1,14000000
30,18,R2,89.3,339,89.3,1,14000000
30,18,R3,101.3,389.1,101.3,1,14000000
30,18,R4,100.3,290.8,100.3,1,14000000
30,18,R5,95.3,319.9,95.3,1,14000000
32,1,R1,45.1,326,45.1,1,42000000
32,1,R2,78.2,255.8,78.2,1,42000000
32,1,R3,70.2,252.8,70.2,1,42000000
32,1,R4,69.2,233.7,69.2,1,42000000
32,1,R5,52.1,240.7,52.1,1,42000000
32,2,R1,45.1,247.8,45.1,1,42000000
32,2,R2,56.1,238.7,56.1,1,42000000
32,2,R3,89.2,222.7,89.2,1,42000000
32,2,R4,84.2,224.7,84.2,1,42000000
32,2,R5,79.2,217.7,79.2,1,42000000
32,3,R1,75.2,287.9,75.2,1,42000000
32,3,R2,86.2,275.9,86.2,1,42000000
32,3,R3,88.2,254.8,88.2,1,42000000
32,3,R4,94.2,297.9,94.2,1,42000000
32,3,R5,86.2,247.8,86.2,1,42000000
32,4,R1,34.1,322,34.1,1,42000000
32,4,R2,78.2,299,78.2,1,42000000
32,4,R3,63.2,270.9,63.2,1,42000000
32,4,R4,70.2,288,70.2,1,42000000
32,4,R5,68.2,268.9,68.2,1,42000000
32,5,R1,75.2,360.2,75.2,1,42000000
32,5,R2,47.1,261.8,47.1,1,42000000
32,5,R3,75.2,326.1,75.2,1,42000000
32,5,R4,58.2,315,58.2,1,42000000
32,5,R5,58.2,264.9,58.2,1,42000000
32,6,R1,76.2,392.2,76.2,1,42000000
32,6,R2,57.2,451.4,57.2,1,42000000
32,6,R3,58.2,352.1,58.2,1,42000000
32,6,R4,79.2,387.2,79.2,1,42000000
32,6,R5,44.1,327.1,44.1,1,42000000
32,7,R1,61.2,255.8,61.2,1,42000000
32,7,R2,67.2,286,67.2,1,42000000
32,7,R3,77.3,288,77.3,1,42000000
32,7,R4,77.3,292,77.3,1,42000000
32,7,R5,70.2,255.8,70.2,1,42000000
32,8,R1,102.3,307,102.3,1,42000000
32,8,R2,68.2,266.9,68.2,1,42000000
32,8,R3,83.3,277,83.3,1,42000000
32,8,R4,84.3,300,84.3,1,42000000
32,8,R5,89.3,270.9,89.3,1,42000000
32,9,R1,79.3,281,79.3,1,42000000
32,9,R2,92.3,304,92.3,1,42000000
32,9,R3,79.3,317,79.3,1,42000000
32,9,R4,92.3,306,92.3,1,42000000
32,9,R5,89.3,297,89.3,1,42000000
32,10,R1,45.1,291.9,45.1,1,42000000
32,10,R2,91.3,281.9,91.3,1,42000000
32,10,R3,79.2,275.9,79.2,1,42000000
32,10,R4,69.2,227.7,69.2,1,42000000
32,10,R5,74.2,296.9,74.2,1,42000000
32,11,R1,74.2,326,74.2,1,42000000
32,11,R2,91.3,312,91.3,1,42000000
32,11,R3,88.3,287.9,88.3,1,42000000
32,11,R4,91.3,296.9,91.3,1,42000000
32,11,R5,97.3,249.8,97.3,1,42000000
32,12,R1,73.2,251.8,73.2,1,42000000
32,12,R2,79.2,272.9,79.2,1,42000000
32,12,R3,78.2,283.9,78.2,1,42000000
32,12,R4,88.3,306.9,88.3,1,42000000
32,12,R5,91.3,247.8,91.3,1,42000000
32,13,R1,78.2,463.6,78.2,1,69000000
32,13,R2,150.5,388.3,150.5,1,69000000
32,13,R3,127.4,358.2,127.4,1,69000000
32,13,R4,69.2,491.7,69.2,1,69000000
32,13,R5,62.2,329.1,62.2,1,69000000
32,14,R1,146.5,399.4,146.5,1,69000000
32,14,R2,218.8,449.6,218.8,1,69000000
32,14,R3,179.6,407.4,179.6,1,69000000
32,14,R4,153.5,403.4,153.5,1,69000000
32,14,R5,132.4,394.4,132.4,1,69000000
32,15,R1,146.5,316.1,146.5,1,69000000
32,15,R2,150.5,360.2,150.5,1,69000000
32,15,R3,149.5,323.1,149.5,1,69000000
32,15,R4,147.5,344.2,147.5,1,69000000
32,15,R5,150.5,352.2,150.5,1,69000000
32,16,R1,42.1,274.7,42.1,1,14000000
32,16,R2,70.2,280.7,70.2,1,14000000
32,16,R3,70.2,237.6,70.2,1,14000000
32,16,R4,73.2,234.6,73.2,1,14000000
32,16,R5,64.2,245.6,64.2,1,14000000
32,17,R1,64.2,259.6,64.2,1,14000000
32,17,R2,76.2,321.8,76.2,1,14000000
32,17,R3,92.2,261.7,92.2,1,14000000
32,17,R4,83.2,260.7,83.2,1,14000000
32,17,R5,97.2,290.7,97.2,1,14000000
32,18,R1,72.2,252.6,72.2,1,14000000
32,18,R2,70.2,277.9,70.2,1,14000000
32,18,R3,60.1,315.7,60.1,1,14000000
32,18,R4,85.2,308.6,85.2,1,14000000
32,18,R5,76.2,241.6,76.2,1,14000000
34,1,R1,63.2,237.7,63.2,1,42000000
34,1,R2,78.2,236.7,78.2,1,42000000
34,1,R3,76.2,248.1,76.2,1,42000000
34,1,R4,74.2,225.7,74.2,1,42000000
34,1,R5,64.2,216.7,64.2,1,42000000
34,2,R1,66.2,244.7,66.2,1,42000000
34,2,R2,76.2,236.7,76.2,1,42000000
34,2,R3,82.2,226.7,82.2,1,42000000
34,2,R4,84.2,217.7,84.2,1,42000000
34,2,R5,76.2,212.6,76.2,1,42000000
34,3,R1,74.2,259.7,74.2,1,42000000
34,3,R2,78.2,262.7,78.2,1,42000000
34,3,R3,86.2,260.7,86.2,1,42000000
34,3,R4,86.2,240.7,86.2,1,42000000
34,3,R5,89.2,222.7,89.2,1,42000000
34,4,R1,70.2,271.8,70.2,1,42000000
34,4,R2,62.1,254.8,62.1,1,42000000
34,4,R3,74.2,270.8,74.2,1,42000000
34,4,R4,82.2,250.8,82.2,1,42000000
34,4,R5,76.2,244.3,76.2,1,42000000
34,5,R1,45.1,387.2,45.1,1,42000000
