"File","group","T_set","Tm_setting","Time","T_internal"
"Clade1_22_Oxygen.xlsx","Clade1",22,22,108.28,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,109.28,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,110.28,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,111.28,22.76
"Clade1_22_Oxygen.xlsx","Clade1",22,22,112.28,22.77
"Clade1_22_Oxygen.xlsx","Clade1",22,22,113.3,22.78
"Clade1_22_Oxygen.xlsx","Clade1",22,22,114.3,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,115.3,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,116.3,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,117.32,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,118.32,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,119.32,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,120.32,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,121.33,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,122.33,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,123.33,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,124.33,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,125.33,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,126.35,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,127.35,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,128.35,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,129.35,22.76
"Clade1_22_Oxygen.xlsx","Clade1",22,22,130.35,22.77
"Clade1_22_Oxygen.xlsx","Clade1",22,22,131.35,22.78
"Clade1_22_Oxygen.xlsx","Clade1",22,22,132.37,22.75
"Clade1_22_Oxygen.xlsx","Clade1",22,22,133.37,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,134.37,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,135.37,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,136.37,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,137.37,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,138.38,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,139.38,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,140.38,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,141.38,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,142.38,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,143.4,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,144.4,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,145.4,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,146.4,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,147.4,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,148.42,22.75
"Clade1_22_Oxygen.xlsx","Clade1",22,22,149.42,22.77
"Clade1_22_Oxygen.xlsx","Clade1",22,22,150.42,22.78
"Clade1_22_Oxygen.xlsx","Clade1",22,22,151.42,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,152.42,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,153.42,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,154.43,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,155.43,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,156.43,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,157.43,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,158.45,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,159.45,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,160.45,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,161.45,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,162.45,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,163.47,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,164.47,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,165.47,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,166.47,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,167.48,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,168.48,22.77
"Clade1_22_Oxygen.xlsx","Clade1",22,22,169.48,22.78
"Clade1_22_Oxygen.xlsx","Clade1",22,22,170.48,22.76
"Clade1_22_Oxygen.xlsx","Clade1",22,22,171.5,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,172.5,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,173.5,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,174.5,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,175.5,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,176.52,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,177.52,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,178.52,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,179.52,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,180.52,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,181.53,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,182.53,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,183.53,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,184.53,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,185.53,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,186.55,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,187.55,22.77
"Clade1_22_Oxygen.xlsx","Clade1",22,22,188.55,22.77
"Clade1_22_Oxygen.xlsx","Clade1",22,22,189.55,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,190.55,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,191.55,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,192.57,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,193.57,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,194.57,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,195.57,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,196.57,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,197.57,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,198.57,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,199.57,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,200.57,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,201.57,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,202.57,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,203.58,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,204.58,22.75
"Clade1_22_Oxygen.xlsx","Clade1",22,22,205.6,22.76
"Clade1_22_Oxygen.xlsx","Clade1",22,22,206.6,22.76
"Clade1_22_Oxygen.xlsx","Clade1",22,22,207.6,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,208.6,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,209.62,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,210.62,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,211.63,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,212.63,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,213.65,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,214.65,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,215.65,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,216.65,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,217.67,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,218.67,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,219.67,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,220.67,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,221.67,22.75
"Clade1_22_Oxygen.xlsx","Clade1",22,22,222.67,22.76
"Clade1_22_Oxygen.xlsx","Clade1",22,22,223.68,22.78
"Clade1_22_Oxygen.xlsx","Clade1",22,22,224.68,22.77
"Clade1_22_Oxygen.xlsx","Clade1",22,22,225.68,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,226.68,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,227.68,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,228.68,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,229.68,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,230.68,22.62
"Clade1_22_Oxygen.xlsx","Clade1",22,22,231.7,22.62
"Clade1_22_Oxygen.xlsx","Clade1",22,22,232.7,22.62
"Clade1_22_Oxygen.xlsx","Clade1",22,22,233.7,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,234.7,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,235.7,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,236.72,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,237.72,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,238.72,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,239.72,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,240.72,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,241.72,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,242.72,22.76
"Clade1_22_Oxygen.xlsx","Clade1",22,22,243.73,22.75
"Clade1_22_Oxygen.xlsx","Clade1",22,22,244.73,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,245.73,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,246.73,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,247.73,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,248.73,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,249.73,22.62
"Clade1_22_Oxygen.xlsx","Clade1",22,22,250.73,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,251.73,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,252.73,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,253.73,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,254.73,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,255.73,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,256.73,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,257.73,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,258.73,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,259.73,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,260.73,22.77
"Clade1_22_Oxygen.xlsx","Clade1",22,22,261.73,22.76
"Clade1_22_Oxygen.xlsx","Clade1",22,22,262.73,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,263.73,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,264.73,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,265.73,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,266.75,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,267.75,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,268.75,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,269.75,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,270.75,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,271.75,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,272.75,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,273.77,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,274.77,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,275.77,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,276.77,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,277.77,22.76
"Clade1_22_Oxygen.xlsx","Clade1",22,22,278.78,22.76
"Clade1_22_Oxygen.xlsx","Clade1",22,22,279.78,22.77
"Clade1_22_Oxygen.xlsx","Clade1",22,22,280.78,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,281.78,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,282.8,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,283.8,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,284.8,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,285.8,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,286.82,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,287.82,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,288.82,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,289.83,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,290.83,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,291.83,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,292.83,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,293.83,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,294.83,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,295.85,22.75
"Clade1_22_Oxygen.xlsx","Clade1",22,22,296.85,22.77
"Clade1_22_Oxygen.xlsx","Clade1",22,22,297.85,22.76
"Clade1_22_Oxygen.xlsx","Clade1",22,22,298.85,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,299.85,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,300.85,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,301.85,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,302.87,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,303.87,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,304.87,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,305.88,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,306.88,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,307.88,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,308.88,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,309.88,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,310.88,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,311.88,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,312.88,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,313.88,22.76
"Clade1_22_Oxygen.xlsx","Clade1",22,22,314.9,22.76
"Clade1_22_Oxygen.xlsx","Clade1",22,22,315.9,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,316.9,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,317.9,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,318.9,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,319.9,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,320.9,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,321.9,22.62
"Clade1_22_Oxygen.xlsx","Clade1",22,22,322.9,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,323.9,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,324.9,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,325.9,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,326.9,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,327.9,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,328.92,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,329.92,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,330.92,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,331.92,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,332.92,22.76
"Clade1_22_Oxygen.xlsx","Clade1",22,22,333.92,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,334.93,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,335.93,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,336.93,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,337.93,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,338.95,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,339.95,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,340.95,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,341.95,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,342.95,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,343.95,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,344.97,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,345.97,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,346.97,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,347.98,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,348.98,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,349.98,22.75
"Clade1_22_Oxygen.xlsx","Clade1",22,22,351,22.76
"Clade1_22_Oxygen.xlsx","Clade1",22,22,352,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,353,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,354.02,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,355.02,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,356.02,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,357.02,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,358.03,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,359.03,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,360.03,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,361.03,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,362.05,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,363.05,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,364.05,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,365.05,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,366.05,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,367.07,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,368.07,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,369.07,22.75
"Clade1_22_Oxygen.xlsx","Clade1",22,22,370.08,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,371.08,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,372.08,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,373.08,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,374.1,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,375.1,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,376.1,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,377.1,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,378.1,22.64
"Clade1_22_Oxygen.xlsx","Clade1",22,22,379.1,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,380.12,22.66
"Clade1_22_Oxygen.xlsx","Clade1",22,22,381.12,22.68
"Clade1_22_Oxygen.xlsx","Clade1",22,22,382.12,22.69
"Clade1_22_Oxygen.xlsx","Clade1",22,22,383.12,22.71
"Clade1_22_Oxygen.xlsx","Clade1",22,22,384.13,22.73
"Clade1_22_Oxygen.xlsx","Clade1",22,22,385.13,22.75
"Clade1_22_Oxygen.xlsx","Clade1",22,22,386.13,22.76
"Clade1_22_Oxygen.xlsx","Clade1",22,22,387.13,22.73
