Group,T_C,tax,lo,hi
Clade3,41.5,2.5132707042565365,2.181097017477187,2.9187102830427065
Clade3,41.75,2.6285843263971387,2.273016729236761,3.0596167671270567
Clade3,42,2.752177867100305,2.375496969282271,3.207269809575493
Clade3,42.25,2.880748099590429,2.4785305433546228,3.3656698793893325
Clade3,42.5,3.0141444059679605,2.5865757194341064,3.5367576388431265
Clade3,42.75,3.158886216710936,2.7059491254288823,3.7202047485182987
Clade3,43,3.3155211639614173,2.827347426026468,3.9177848773233164
Clade3,43.25,3.479540176601284,2.959043121146263,4.132793917528433
Clade3,43.5,3.657251382922392,3.095704219103562,4.355869366185301
Clade3,43.75,3.8397909290922807,3.254751292156376,4.582610495744869
Clade3,44,4.032887135417154,3.406811743742922,4.825415822838691
Clade4,22,1.3368200702764579,1.201312320281191,1.5025530613948677
Clade4,22.25,1.3205356192396245,1.1926183116961115,1.479554873085417
Clade4,22.5,1.3049698596155201,1.1833987788225153,1.456997341099823
Clade4,22.75,1.2901825978034598,1.1733914389917768,1.4349731014988865
Clade4,23,1.2751974443495784,1.1635002671658738,1.4138666336681178
Clade4,23.25,1.2602364567603526,1.1536942609967682,1.393998246526178
Clade4,23.5,1.2461959535171556,1.14471530384147,1.3737625799842408
Clade4,23.75,1.2322811049371043,1.136091002088117,1.35536599612561
Clade4,24,1.2190414965583551,1.1279717799181141,1.3352239407533166
Clade4,24.25,1.205501255100284,1.1199872426804842,1.3156699625806436
Clade4,24.5,1.1925064668262513,1.1114043063124548,1.296347094646162
Clade4,24.75,1.1797565306238584,1.1028596767817933,1.2778999161669558
Clade4,25,1.166906303685059,1.0947578151323327,1.2613383373737301
Clade4,25.25,1.1549895240737849,1.086873140086201,1.2453631937420473
Clade4,25.5,1.1437589953309146,1.0791894414956849,1.22982670731613
Clade4,25.75,1.1328461072760203,1.0717370205243473,1.2141418743009913
Clade4,26,1.1222057793086322,1.064680851498613,1.1983040704261962
Clade4,26.25,1.1114961378384693,1.0575704986213768,1.1840071446943101
Clade4,26.5,1.1012761976181529,1.0507033316565721,1.1694234638105445
Clade4,26.75,1.0916913137234745,1.0443237758619952,1.1558022331771594
Clade4,27,1.0824324687488358,1.0381946532150337,1.1436995433200559
Clade4,27.25,1.073936092937891,1.032915735786712,1.1309002631188891
Clade4,27.5,1.0654961054756713,1.0278121080319158,1.118534062996042
Clade4,27.75,1.057692636519203,1.0231325698019724,1.1067196263277483
Clade4,28,1.0500268195009914,1.0187732114706152,1.0968247262719153
Clade4,28.25,1.0429753852378325,1.014644038641356,1.0867295736712634
Clade4,28.5,1.0365630461691882,1.0109258276563775,1.0761612259271258
Clade4,28.75,1.0303712376298204,1.0075654269643648,1.066928479544168
Clade4,29,1.0248250592733825,1.0048728309097552,1.0585284845129794
Clade4,29.25,1.0198449385392538,1.002867617883265,1.0505152994121492
Clade4,29.5,1.0153553707741776,1.0013790884681701,1.0429735629118986
Clade4,29.75,1.011293101319816,1.0004262746555503,1.0366359425148453
Clade4,30,1.00786044109162,1.0000760455010296,1.0306301728782317
Clade4,30.25,1.005059431376493,1.0000365398727364,1.0247493622421473
Clade4,30.5,1.0028713568381198,1.0000102906842252,1.019591573628418
Clade4,30.75,1.0015958834428553,1.0000050935468017,1.0149429119006284
Clade4,31,1.0009287534345392,1.0000026492902951,1.0110174574392143
Clade4,31.25,1.0007462118312427,1.0000024149433333,1.0093158819645118
Clade4,31.5,1.0010123661505341,1.0000025173773839,1.011744718689631
Clade4,31.75,1.001855773101131,1.000005394658385,1.016470422632065
Clade4,32,1.0035750397527168,1.0000138702871815,1.0222018909327055
Clade4,32.25,1.0062904720332164,1.0000431942778567,1.028716204724267
Clade4,32.5,1.0098030049057345,1.0002131304263444,1.0358895972585063
Clade4,32.75,1.0141261209332026,1.001075691651507,1.0442325600938742
Clade4,33,1.019335094099957,1.0028168797464918,1.0536056635686963
Clade4,33.25,1.0256544190438595,1.0053878195763686,1.063867549558966
Clade4,33.5,1.0329283620379082,1.0087415898315366,1.0753888571187313
Clade4,33.75,1.0412381172192782,1.0131505019762406,1.0880888469064776
Clade4,34,1.0506257745599814,1.018231043729255,1.1022399729123489
Clade4,34.25,1.0611240067793573,1.0242109537989343,1.1179095318508487
Clade4,34.5,1.0728626332665134,1.031419185083204,1.1345591015254768
Clade4,34.75,1.0856356174282296,1.0397771408412493,1.1528315882479774
Clade4,35,1.0999152506755911,1.0492940043509504,1.1724805311377082
Clade4,35.25,1.115440950525065,1.0596559766270706,1.1932917076470568
Clade4,35.5,1.1328174325288907,1.0712874429285608,1.2159215405232828
Clade4,35.75,1.1513776574699235,1.0844246528299575,1.2407169796294424
Clade4,36,1.1714648571776483,1.0991591194702353,1.2672645087594026
Clade4,36.25,1.1933091167469998,1.1150398243103712,1.2952209930753458
Clade4,36.5,1.2170792312456644,1.1326763721673327,1.324821499046732
Clade4,36.75,1.2422070687901114,1.1518734708063727,1.3560199624684492
Clade4,37,1.2690761401336617,1.1724627944517616,1.3900623689094558
Clade4,37.25,1.298310309174108,1.1939943066361478,1.4265575843208413
Clade4,37.5,1.3296212977388522,1.218588078248256,1.465013497659472
Clade4,37.75,1.3632405044048255,1.2442127011612607,1.504647578943813
Clade4,38,1.3990105347391082,1.27196533898341,1.5494934520336088
Clade4,38.25,1.4369774732937355,1.3033728892862717,1.5931876781074878
Clade4,38.5,1.4775127964926544,1.3364557673765902,1.6432947506073279
Clade4,38.75,1.5201168716872744,1.371975545988686,1.693467165825608
Clade4,39,1.5655307077989944,1.409697471409143,1.7460612826320352
Clade4,39.25,1.61469498468395,1.449438581352375,1.8054156892796243
Clade4,39.5,1.665870615936027,1.4915156484927639,1.871216999154681
Clade4,39.75,1.720242483920169,1.5369058758548755,1.9413712268103436
Clade4,40,1.7790581822824314,1.5846777749919543,2.011447229575975
Clade4,40.25,1.8404223503042587,1.6363701260099572,2.090281946062128
Clade4,40.5,1.9051478042070427,1.6868919771897501,2.1720685494407146
Clade4,40.75,1.9740240204445634,1.7425731771213373,2.260061741652045
Clade4,41,2.048263909185345,1.8008841292938753,2.3543796909196453
Clade4,41.25,2.12691837984707,1.8627218066113542,2.453446880548999
Clade4,41.5,2.2100661217394952,1.9302086539809244,2.552744345660531
Clade4,41.75,2.296542772125138,2.0005312084757074,2.6597530253940427
Clade4,42,2.391931822429588,2.0712714525335167,2.7758782074734256
Clade4,42.25,2.4890995072382767,2.1494901293227286,2.8950445517835206
Clade4,42.5,2.5915767989393403,2.2318640215378704,3.0231885111131573
Clade4,42.75,2.7002490227795404,2.318114237738524,3.1591470693468304
Clade4,43,2.815012473486914,2.404959119442522,3.306448166951937
Clade4,43.25,2.9387816786310035,2.5006959576214394,3.459576605365709
Clade4,43.5,3.068355743511834,2.602245581876385,3.624358022065991
Clade4,43.75,3.203590154694181,2.7070681781256187,3.8071698676801073
Clade4,44,3.348198755513242,2.8150633488973282,3.994579594915282
para,22,1.2136091739498458,1.0843322353716158,1.3857587212705278
para,22.25,1.2026014941465197,1.0801067716046826,1.3685871615128387
para,22.5,1.1922581772619676,1.0759246507263351,1.3511362842365828
para,22.75,1.1820032678653463,1.0715607858755818,1.3322740502329045
para,23,1.1719463687765699,1.0671813199256184,1.3146161211371994
para,23.25,1.1616440333089875,1.0625944885889456,1.296958623429029
para,23.5,1.1517529068747985,1.0576158084446181,1.2810278382275704
para,23.75,1.1423518598621274,1.0534268548590224,1.2639999051192041
para,24,1.1331980450480477,1.0492972284623079,1.2481921928875868
para,24.25,1.1240818932859893,1.0452295293619298,1.2329324493065636
para,24.5,1.115336023322247,1.041353154338681,1.2185335895801308
para,24.75,1.1065878641970377,1.0371257518192043,1.2037387010339844
para,25,1.0978895538647073,1.0327450146869912,1.1894169498860725
para,25.25,1.0896590478075199,1.0293607901433326,1.175036717426797
para,25.5,1.0814359142752323,1.0262535337412066,1.1611895841386353
para,25.75,1.0737574141888684,1.0230903633663455,1.1483615077355638
para,26,1.0661329043206111,1.0198312796428022,1.136106752311461
para,26.25,1.0586781912661198,1.0167441359306906,1.1240076055122823
para,26.5,1.0518983117762055,1.0136216725525626,1.1128510796089417
