curve_code,series_id,T,OTU,Replicate,n_points_total,n_points_trimmed,peak_time_raw,peak_time,main_run_start_time,main_run_end_time,steepest_drop_time,chosen_end_time,fit_duration_min,delta_Ninoc_to_N0_min,start_shift_points,start_shift_time,end_reason,main_run_duration,main_run_drop,main_run_score
C001,T=22 | OTU=1 | Rep=R1,22,1,R1,1384,600,53.12,53.12,54.12,756.22,647.93,653.95,600.83,53.12,1,1,hybrid_slope_flatten,702.1,8.549230360008359,6002.414635761869
C1097,T=40 | OTU=13 | Rep=R2,40,13,R2,1385,685,120.42,120.42,120.42,686.4,822.93,806.87,686.45,120.42,0,0,hybrid_slope_flatten,565.98,3.6850628786325474,2085.671888048449
C1098,T=40 | OTU=13 | Rep=R3,40,13,R3,1385,727,50.15,50.15,50.15,889.13,759.7,778.78,728.63,50.15,0,0,hybrid_drop_fraction,838.98,6.606671080945901,5542.864903491992
C1099,T=40 | OTU=13 | Rep=R4,40,13,R4,1385,734,107.38,107.38,108.38,957.42,823.93,843,735.62,107.38,1,1,hybrid_slope_flatten,849.04,8.812607087498913,7482.255921570077
C1100,T=40 | OTU=13 | Rep=R5,40,13,R5,1385,718,107.38,107.38,108.38,719.55,819.92,826.95,719.57,107.38,1,1,hybrid_slope_flatten,611.17,3.8371875263702906,2345.1739004917304
C1101,T=40 | OTU=14 | Rep=R1,40,14,R1,1385,441,126.43,126.43,127.43,688.42,559.97,568,441.57,126.43,1,1,hybrid_drop_fraction,560.99,8.93909808610926,5014.744635326434
C1102,T=40 | OTU=14 | Rep=R2,40,14,R2,1385,420,177.62,177.62,178.63,715.53,591.08,598.12,420.5,177.62,1,1.009999999999991,hybrid_slope_flatten,536.9,8.829553672361422,4740.587366690847
C1103,T=40 | OTU=14 | Rep=R3,40,14,R3,1385,494,93.32,93.32,218.77,768.75,572.02,588.07,494.75000000000006,93.32,125,125.45000000000002,hybrid_drop_fraction,549.98,5.980670543070852,3289.2491852781072
C1104,T=40 | OTU=14 | Rep=R4,40,14,R4,1385,500,136.45,136.45,138.47,738.63,621.18,637.25,500.8,136.45,2,2.0200000000000102,hybrid_drop_fraction,600.16,9.151894364139874,5492.600921582187
C1105,T=40 | OTU=14 | Rep=R5,40,14,R5,1385,511,72.23,72.23,72.23,754.68,575.02,584.05,511.81999999999994,72.23,0,0,hybrid_drop_fraction,682.4499999999999,7.46240742440865,5092.719946787683
C1106,T=40 | OTU=15 | Rep=R1,40,15,R1,1385,281,126.43,126.43,127.43,480.68,406.4,407.42,280.99,126.43,1,1,hybrid_drop_fraction,353.25,8.964193745310983,3166.601440531105
C1107,T=40 | OTU=15 | Rep=R2,40,15,R2,1385,256,133.45,133.45,134.45,501.77,386.33,389.35,255.90000000000003,133.45,1,1,hybrid_drop_fraction,367.32,9.33474523952399,3428.8386213819517
C1108,T=40 | OTU=15 | Rep=R3,40,15,R3,1385,305,111.4,111.4,126.43,497.75,410.42,416.45,305.04999999999995,111.4,15,15.030000000000001,hybrid_drop_fraction,371.32,9.294394004674343,3451.194381815677
C1109,T=40 | OTU=15 | Rep=R4,40,15,R4,1385,307,70.23,70.23,70.23,455.58,378.3,377.3,307.07,70.23,0,0,hybrid_drop_fraction,385.34999999999997,7.976533200983254,3073.7570689988966
C1110,T=40 | OTU=15 | Rep=R5,40,15,R5,1385,297,97.33,97.33,99.35,505.8,387.33,394.37,297.04,97.33,2,2.019999999999996,hybrid_drop_fraction,406.45000000000005,8.681707479516493,3528.680005049479
C1111,T=40 | OTU=16 | Rep=R1,40,16,R1,1284,490,81.18,81.18,81.18,871.23,563.45,571.47,490.29,81.18,0,0,hybrid_slope_flatten,790.05,8.833613221022611,6978.996125268914
C1112,T=40 | OTU=16 | Rep=R2,40,16,R2,1284,206,80.18,80.18,299.77,902.3,279.7,285.72,205.54000000000002,80.18,219,219.58999999999997,hybrid_slope_flatten,602.53,6.2931658706133415,3791.8212320206567
C1113,T=40 | OTU=16 | Rep=R3,40,16,R3,1284,212,82.18,82.18,82.18,874.23,505.28,293.75,211.57,82.18,0,0,hybrid_slope_flatten,792.05,8.572707734472875,6790.01316108924
C1114,T=40 | OTU=16 | Rep=R4,40,16,R4,1284,486,86.2,86.2,87.2,875.23,565.45,572.47,486.27000000000004,86.2,1,1,hybrid_slope_flatten,788.03,8.378117268615275,6602.207751186896
C1115,T=40 | OTU=16 | Rep=R5,40,16,R5,1284,191,74.17,74.17,349.9,874.23,247.63,264.67,190.5,74.17,275,275.72999999999996,hybrid_slope_flatten,524.33,5.446923489023017,2855.9853929994388
C1116,T=40 | OTU=17 | Rep=R1,40,17,R1,1284,343,74.17,74.17,74.17,728.83,238.6,417.07,342.9,74.17,0,0,hybrid_slope_flatten,654.6600000000001,8.190847659894386,5362.22032902646
C1117,T=40 | OTU=17 | Rep=R2,40,17,R2,1284,256,90.2,90.2,90.2,658.68,329.85,345.88,255.68,90.2,0,0,hybrid_slope_flatten,568.4799999999999,8.337522787505929,4739.71495424137
C1118,T=40 | OTU=17 | Rep=R3,40,17,R3,1284,300,93.22,93.22,94.22,614.58,350.9,393.02,299.79999999999995,93.22,1,1,hybrid_slope_flatten,520.36,8.579678087229516,4464.521289470751
C1119,T=40 | OTU=17 | Rep=R4,40,17,R4,1284,281,92.2,92.2,93.22,483.22,356.92,372.97,280.77000000000004,92.2,1,1.019999999999996,hybrid_slope_flatten,390,8.405979883779949,3278.33215467418
C1120,T=40 | OTU=17 | Rep=R5,40,17,R5,1284,257,92.2,92.2,93.22,350.9,340.88,348.9,256.7,92.2,1,1.019999999999996,hybrid_slope_flatten,257.67999999999995,6.124929265789311,1578.2717732085894
C1121,T=40 | OTU=18 | Rep=R1,40,18,R1,1284,214,82.18,82.18,83.18,1261.28,141.35,295.75,213.57,82.18,1,1,hybrid_slope_flatten,1178.1,7.134497005698693,8405.15092241363
C1122,T=40 | OTU=18 | Rep=R2,40,18,R2,1284,309,90.2,90.2,90.2,1261.28,340.88,399.02,308.82,90.2,0,0,hybrid_slope_flatten,1171.08,8.405974177529439,9844.068239821174
C1123,T=40 | OTU=18 | Rep=R3,40,18,R3,1284,502,89.2,89.2,90.2,501.28,559.43,591.52,502.32,89.2,1,1,hybrid_slope_flatten,411.08,4.974230730085168,2044.8067685234107
C1124,T=40 | OTU=18 | Rep=R4,40,18,R4,1284,775,51.12,51.12,52.12,941.38,797.02,827.1,775.98,51.12,1,1,hybrid_drop_fraction,889.26,6.176310765559353,5492.34611138131
C1125,T=40 | OTU=18 | Rep=R5,40,18,R5,1284,849,45.1,45.1,45.1,905.3,944.38,895.28,850.18,45.1,0,0,hybrid_drop_fraction,860.1999999999999,6.043715091161948,5198.803721417507
C1126,T=40 | OTU=19 | Rep=R1,40,19,R1,1451,206,70.15,70.15,70.15,369.78,241.42,275.5,205.35,70.15,0,0,hybrid_drop_fraction,299.63,7.5465858180515175,2261.183508662776
C1127,T=40 | OTU=19 | Rep=R2,40,19,R2,1451,197,75.15,75.15,75.15,368.78,274.5,271.48,196.33,75.15,0,0,hybrid_drop_fraction,293.63,7.884701155268753,2315.184800221564
C1128,T=40 | OTU=19 | Rep=R3,40,19,R3,1451,222,79.17,79.17,79.17,397.85,299.57,300.57,221.39999999999998,79.17,0,0,hybrid_drop_fraction,318.68,8.018456406016496,2555.3216874693367
C1129,T=40 | OTU=19 | Rep=R4,40,19,R4,1451,216,81.17,81.17,82.17,372.8,272.48,296.55,215.38,81.17,1,1,hybrid_drop_fraction,290.63,8.19227084988364,2380.9196771016823
C1130,T=40 | OTU=19 | Rep=R5,40,19,R5,1451,208,73.15,73.15,73.15,369.78,280.5,280.5,207.35,73.15,0,0,hybrid_drop_fraction,296.63,8.185768422097842,2428.144487046883
C1131,T=40 | OTU=20 | Rep=R1,40,20,R1,1451,79,55.12,55.12,56.12,659.67,101.2,133.23,78.10999999999999,55.12,1,1,hybrid_slope_flatten,603.55,1.6080130802360308,970.5162945764563
C1132,T=40 | OTU=20 | Rep=R2,40,20,R2,1451,299,97.2,97.2,99.2,1425.02,177.32,395.85,298.65000000000003,97.2,2,2,hybrid_slope_flatten,1325.82,2.7112406697598885,3594.6171047810553
C1133,T=40 | OTU=20 | Rep=R3,40,20,R3,1451,266,99.2,99.2,100.2,1425.02,254.45,364.78,265.58,99.2,1,1,hybrid_slope_flatten,1324.82,2.86741213427643,3798.8049437320997
C1134,T=40 | OTU=20 | Rep=R4,40,20,R4,1451,188,97.2,97.2,98.2,1425.02,195.33,284.52,187.32,97.2,1,1,hybrid_slope_flatten,1326.82,2.661287536044531,3531.0495285746047
C1135,T=40 | OTU=20 | Rep=R5,40,20,R5,1451,174,94.2,94.2,95.2,1425.02,211.37,267.48,173.28000000000003,94.2,1,1,hybrid_slope_flatten,1329.82,2.5184848572830294,3349.131532912118
C1136,T=40 | OTU=21 | Rep=R1,40,21,R1,1451,164,103.22,103.22,104.22,1425.02,179.32,266.48,163.26000000000002,103.22,1,1,hybrid_slope_flatten,1320.8,2.174713133137378,2872.361106247849
C1137,T=40 | OTU=21 | Rep=R2,40,21,R2,1451,190,91.2,91.2,92.2,1425.02,159.28,280.5,189.3,91.2,1,1,hybrid_slope_flatten,1332.82,2.2304107491926723,2972.7360547389776
C1138,T=40 | OTU=21 | Rep=R3,40,21,R3,1451,176,107.22,107.22,376.8,1425.02,211.37,282.5,175.28,107.22,269,269.58000000000004,hybrid_slope_flatten,1048.22,1.3199598743097853,1383.6083394490033
C1139,T=40 | OTU=21 | Rep=R4,40,21,R4,1451,97,45.1,45.1,63.13,544.3,94.2,141.25,96.15,45.1,18,18.03,hybrid_slope_flatten,481.16999999999996,1.0777757145316231,518.5933405611811
C1140,T=40 | OTU=21 | Rep=R5,40,21,R5,1451,177,88.18,88.18,89.18,1425.02,214.37,264.47,176.29000000000002,88.18,1,1,hybrid_slope_flatten,1335.84,2.285629894896605,3053.2358387986806
C1141,T=40 | OTU=22 | Rep=R1,40,22,R1,1434,151,91.25,91.25,109.3,1394.77,231.7,241.73,150.48,91.25,18,18.049999999999997,hybrid_slope_flatten,1285.47,2.9152126599887547,3747.4184180357447
C1142,T=40 | OTU=22 | Rep=R2,40,22,R2,1434,335,83.23,83.23,83.23,1409.8,278.83,418.38,335.15,83.23,0,0,hybrid_slope_flatten,1326.57,2.6687502047553036,3540.283959122243
C1143,T=40 | OTU=22 | Rep=R3,40,22,R3,1434,105,67.17,67.17,68.18,1409.8,120.35,171.5,104.33,67.17,1,1.0100000000000051,hybrid_slope_flatten,1341.62,2.7931469111167715,3747.3417588924826
C1144,T=40 | OTU=22 | Rep=R4,40,22,R4,1434,188,68.18,68.18,445.48,1191,215.65,255.75,187.57,68.18,376,377.3,hybrid_slope_flatten,745.52,1.4338413687726197,1068.9574172473633
C1145,T=40 | OTU=22 | Rep=R5,40,22,R5,1434,401,85.23,85.23,87.25,1409.8,315.95,486.6,401.37,85.23,2,2.019999999999996,hybrid_slope_flatten,1322.55,2.5214814855502903,3334.7853387145365
C1146,T=40 | OTU=23 | Rep=R1,40,23,R1,1434,486,75.2,75.2,76.22,1409.8,392.25,561.83,486.63000000000005,75.2,1,1.019999999999996,hybrid_slope_flatten,1333.58,4.065219720256762,5421.295714540012
C1147,T=40 | OTU=23 | Rep=R2,40,23,R2,1434,521,95.27,95.27,99.28,1409.8,196.58,617,521.73,95.27,4,4.010000000000005,hybrid_slope_flatten,1310.52,4.3000436308522785,5635.293179104528
C1148,T=40 | OTU=23 | Rep=R3,40,23,R3,1434,440,80.22,80.22,81.23,1068.55,316.95,520.72,440.5,80.22,1,1.0100000000000051,hybrid_slope_flatten,987.3199999999999,3.8076225399568675,3759.341886150214
C1149,T=40 | OTU=23 | Rep=R4,40,23,R4,1434,637,88.25,88.25,89.25,897.93,715.3,726.32,638.07,88.25,1,1,hybrid_slope_flatten,808.68,3.3824748143081704,2735.339732834731
C1150,T=40 | OTU=23 | Rep=R5,40,23,R5,1434,164,82.23,82.23,84.23,1278.35,186.55,245.73,163.5,82.23,2,2,hybrid_slope_flatten,1194.12,3.9727654389779077,4743.958665992299
C1151,T=42 | OTU=1 | Rep=R1,42,1,R1,1384,205,70.18,70.18,70.18,370.08,273.77,274.77,204.58999999999997,70.18,0,0,hybrid_drop_fraction,299.9,7.835331228669705,2349.8158354780444
C1152,T=42 | OTU=1 | Rep=R2,42,1,R2,1384,172,77.22,77.22,77.22,375.1,240.72,248.73,171.51,77.22,0,0,hybrid_slope_flatten,297.88,7.821004329199096,2329.7207695818265
C1153,T=42 | OTU=1 | Rep=R3,42,1,R3,1384,182,78.22,78.22,78.22,349.98,262.73,259.73,181.51000000000002,78.22,0,0,hybrid_drop_fraction,271.76,7.7570312799785395,2108.0508206469676
C1154,T=42 | OTU=1 | Rep=R4,42,1,R4,1384,184,69.18,69.18,69.18,338.95,259.73,252.73,183.54999999999998,69.18,0,0,hybrid_drop_fraction,269.77,7.184450434393191,1938.149193686251
C1155,T=42 | OTU=1 | Rep=R5,42,1,R5,1384,167,70.18,70.18,70.18,270.75,216.65,236.72,166.54,70.18,0,0,hybrid_drop_fraction,200.57,7.444744668077034,1493.1924380762107
C1156,T=42 | OTU=2 | Rep=R1,42,2,R1,1384,195,57.13,57.13,57.13,374.1,248.73,251.73,194.6,57.13,0,0,hybrid_drop_fraction,316.97,7.003752810686861,2219.9795284034144
C1157,T=42 | OTU=2 | Rep=R2,42,2,R2,1384,212,76.2,76.2,76.2,422.25,257.73,287.82,211.62,76.2,0,0,hybrid_drop_fraction,346.05,7.83573495076087,2711.556079710799
C1158,T=42 | OTU=2 | Rep=R3,42,2,R3,1384,197,46.1,46.1,46.1,311.88,214.65,242.72,196.62,46.1,0,0,hybrid_drop_fraction,265.78,6.199554466577084,1647.7175861268572
C1159,T=42 | OTU=2 | Rep=R4,42,2,R4,1384,210,49.12,49.12,49.12,375.1,243.73,258.73,209.61,49.12,0,0,hybrid_drop_fraction,325.98,6.461163953788207,2106.2102256558796
C1160,T=42 | OTU=2 | Rep=R5,42,2,R5,1384,163,72.2,72.2,72.2,255.73,224.68,234.7,162.5,72.2,0,0,hybrid_slope_flatten,183.52999999999997,6.433710534233447,1180.7788943478645
C1161,T=42 | OTU=3 | Rep=R1,42,3,R1,1384,214,74.2,74.2,75.2,372.08,285.8,287.82,213.62,74.2,1,1,hybrid_drop_fraction,296.88,7.839825140656097,2327.487287757982
C1162,T=42 | OTU=3 | Rep=R2,42,3,R2,1384,187,72.2,72.2,72.2,288.82,248.73,258.73,186.53000000000003,72.2,0,0,hybrid_slope_flatten,216.62,7.845853454428564,1699.5687752983156
C1163,T=42 | OTU=3 | Rep=R3,42,3,R3,1384,178,75.2,75.2,75.2,279.78,233.7,252.73,177.52999999999997,75.2,0,0,hybrid_drop_fraction,204.57999999999998,7.929286070849829,1622.1733443744579
C1164,T=42 | OTU=3 | Rep=R4,42,3,R4,1384,161,75.2,75.2,75.2,275.77,197.57,235.7,160.5,75.2,0,0,hybrid_drop_fraction,200.57,7.7459258109229285,1553.6003398968116
C1165,T=42 | OTU=3 | Rep=R5,42,3,R5,1384,169,70.18,70.18,70.18,276.77,213.65,238.72,168.54,70.18,0,0,hybrid_drop_fraction,206.58999999999997,7.711155597025606,1593.0476347895196
C1166,T=42 | OTU=4 | Rep=R1,42,4,R1,1349,383,72.18,72.18,73.2,591.98,390.23,455.53,383.34999999999997,72.18,1,1.019999999999996,hybrid_drop_fraction,518.78,7.940131186805995,4119.181257091213
C1167,T=42 | OTU=4 | Rep=R2,42,4,R2,1349,390,56.13,56.13,56.13,625.08,425.38,446.48,390.35,56.13,0,0,hybrid_drop_fraction,568.95,6.281415044024291,3573.8110892976206
C1168,T=42 | OTU=4 | Rep=R3,42,4,R3,1349,350,60.15,60.15,60.15,597,257.78,410.32,350.17,60.15,0,0,hybrid_drop_fraction,536.85,7.427810736606165,3987.62019394702
C1169,T=42 | OTU=4 | Rep=R4,42,4,R4,1349,313,55.12,55.12,55.12,595,363.17,368.18,313.06,55.12,0,0,hybrid_drop_fraction,539.88,6.954707100213037,3754.7072692630145
C1170,T=42 | OTU=4 | Rep=R5,42,4,R5,1349,222,75.2,75.2,75.2,364.17,267.82,296.93,221.73000000000002,75.2,0,0,hybrid_slope_flatten,288.97,7.610972400598664,2199.3426946009963
C1171,T=42 | OTU=5 | Rep=R1,42,5,R1,1349,524,71.18,71.18,71.18,799.57,547.85,596,524.8199999999999,71.18,0,0,hybrid_slope_flatten,728.3900000000001,7.73426236872077,5633.559366752522
C1172,T=42 | OTU=5 | Rep=R2,42,5,R2,1349,379,75.2,75.2,76.2,640.12,438.43,454.52,379.32,75.2,1,1,hybrid_slope_flatten,563.92,7.541088312969322,4252.570521449659
C1173,T=42 | OTU=5 | Rep=R3,42,5,R3,1349,314,80.23,80.23,81.23,460.55,340.08,394.25,314.02,80.23,1,1,hybrid_slope_flatten,379.32,7.21917133482422,2738.3760707255233
C1174,T=42 | OTU=5 | Rep=R4,42,5,R4,1349,295,83.23,83.23,84.23,483.63,309.98,378.22,294.99,83.23,1,1,hybrid_slope_flatten,399.4,6.75704184989708,2698.7625148488937
C1175,T=42 | OTU=5 | Rep=R5,42,5,R5,1349,354,79.22,79.22,79.22,490.65,321.02,433.42,354.20000000000005,79.22,0,0,hybrid_slope_flatten,411.42999999999995,7.386228874645561,3038.916145895423
C1176,T=42 | OTU=6 | Rep=R1,42,6,R1,1349,558,55.12,55.12,55.12,1095.58,482.62,614.05,558.93,55.12,0,0,hybrid_slope_flatten,1040.46,7.316535235556998,7612.5622511876345
C1177,T=42 | OTU=6 | Rep=R2,42,6,R2,1349,333,75.2,75.2,75.2,484.63,356.15,408.3,333.1,75.2,0,0,hybrid_drop_fraction,409.43,7.90300490715575,3235.7272991367786
C1178,T=42 | OTU=6 | Rep=R3,42,6,R3,1349,297,78.22,78.22,78.22,516.75,360.17,375.2,296.98,78.22,0,0,hybrid_slope_flatten,438.53,7.033449779963943,3084.378732007588
C1179,T=42 | OTU=6 | Rep=R4,42,6,R4,1349,290,72.18,72.18,72.18,460.55,347.12,362.17,289.99,72.18,0,0,hybrid_drop_fraction,388.37,7.382976535895542,2867.3265972457516
C1180,T=42 | OTU=6 | Rep=R5,42,6,R5,1349,320,72.18,72.18,72.18,494.65,372.2,392.25,320.07,72.18,0,0,hybrid_slope_flatten,422.46999999999997,7.154727063774713,3022.6575426329027
C1181,T=42 | OTU=7 | Rep=R1,42,7,R1,1426,265,64.18,64.18,65.2,416.4,331.08,329.08,264.9,64.18,1,1.019999999999996,hybrid_drop_fraction,351.2,7.990714117268556,2806.338797984717
C1182,T=42 | OTU=7 | Rep=R2,42,7,R2,1426,173,75.23,75.23,75.23,390.32,232.7,247.75,172.51999999999998,75.23,0,0,hybrid_slope_flatten,315.09,7.849865190818315,2473.414022974943
C1183,T=42 | OTU=7 | Rep=R3,42,7,R3,1426,203,79.25,79.25,79.25,406.35,270.85,281.88,202.63,79.25,0,0,hybrid_slope_flatten,327.1,7.869079911979527,2573.976039208503
C1184,T=42 | OTU=7 | Rep=R4,42,7,R4,1426,227,79.25,79.25,80.25,387.3,261.8,305.98,226.73000000000002,79.25,1,1,hybrid_drop_fraction,307.05,7.998877656003141,2456.0553842757645
C1185,T=42 | OTU=7 | Rep=R5,42,7,R5,1426,215,71.22,71.22,72.23,293.93,283.9,285.9,214.67999999999998,71.22,1,1.0100000000000051,hybrid_drop_fraction,221.7,7.197059283484032,1595.58804314841
C1186,T=42 | OTU=8 | Rep=R1,42,8,R1,1426,247,65.2,65.2,65.2,439.47,311,312,246.8,65.2,0,0,hybrid_drop_fraction,374.27000000000004,8.170321873701027,3057.906367670084
C1187,T=42 | OTU=8 | Rep=R2,42,8,R2,1426,220,70.22,70.22,71.22,391.32,262.8,289.92,219.70000000000002,70.22,1,1,hybrid_drop_fraction,320.1,8.314275034016651,2661.3994383887302
C1188,T=42 | OTU=8 | Rep=R3,42,8,R3,1426,215,73.23,73.23,73.23,424.42,275.85,287.92,214.69,73.23,0,0,hybrid_drop_fraction,351.19,8.52834173168651,2995.0683327509855
C1189,T=42 | OTU=8 | Rep=R4,42,8,R4,1426,203,84.25,84.25,84.25,356.2,282.9,286.9,202.64999999999998,84.25,0,0,hybrid_drop_fraction,271.95,8.117138355172873,2207.4557756892627
C1190,T=42 | OTU=8 | Rep=R5,42,8,R5,1426,238,70.22,70.22,70.22,507.68,223.67,308,237.78,70.22,0,0,hybrid_drop_fraction,437.46000000000004,8.583619417696113,3754.9901504653417
C1191,T=42 | OTU=9 | Rep=R1,42,9,R1,1426,289,67.2,67.2,67.2,472.57,354.18,356.2,289,67.2,0,0,hybrid_drop_fraction,405.37,8.08335721919296,3276.7505159442503
C1192,T=42 | OTU=9 | Rep=R2,42,9,R2,1426,253,68.2,68.2,68.2,479.6,288.92,321.05,252.85000000000002,68.2,0,0,hybrid_drop_fraction,411.40000000000003,8.712588487469318,3584.358903744878
C1193,T=42 | OTU=9 | Rep=R3,42,9,R3,1426,235,74.23,74.23,75.23,385.3,313.02,309,234.76999999999998,74.23,1,1,hybrid_drop_fraction,310.07,8.08808399174308,2507.872203319777
C1194,T=42 | OTU=9 | Rep=R4,42,9,R4,1426,213,71.22,71.22,71.22,377.27,268.83,283.9,212.67999999999998,71.22,0,0,hybrid_drop_fraction,306.04999999999995,8.759941535726686,2680.9801070091517
C1195,T=42 | OTU=9 | Rep=R5,42,9,R5,1426,263,69.22,69.22,69.22,391.32,335.1,332.1,262.88,69.22,0,0,hybrid_drop_fraction,322.1,8.739760595522899,2815.076887817926
C1196,T=42 | OTU=10 | Rep=R1,42,10,R1,1451,242,70.2,70.2,70.2,388.23,308.97,311.98,241.78000000000003,70.2,0,0,hybrid_drop_fraction,318.03000000000003,8.094489887275186,2574.2906188501274
C1197,T=42 | OTU=10 | Rep=R2,42,10,R2,1451,200,82.25,82.25,83.27,370.17,269.82,281.87,199.62,82.25,1,1.019999999999996,hybrid_drop_fraction,286.90000000000003,7.367876098755502,2113.843652732954
C1198,T=42 | OTU=10 | Rep=R3,42,10,R3,1451,201,79.25,79.25,79.25,346.1,271.83,279.85,200.60000000000002,79.25,0,0,hybrid_drop_fraction,266.85,8.204466631205117,2189.3619205370856
C1199,T=42 | OTU=10 | Rep=R4,42,10,R4,1451,169,88.28,88.28,89.28,337.07,242.73,256.78,168.49999999999997,88.28,1,1,hybrid_slope_flatten,247.79,7.127615115765872,1766.1517495356254
C1200,T=42 | OTU=10 | Rep=R5,42,10,R5,1451,187,81.25,81.25,81.25,385.22,253.77,267.82,186.57,81.25,0,0,hybrid_drop_fraction,303.97,7.752784195863999,2356.61381201678
C1201,T=42 | OTU=11 | Rep=R1,42,11,R1,1451,216,72.2,72.2,73.22,393.25,280.85,287.87,215.67000000000002,72.2,1,1.019999999999996,hybrid_drop_fraction,320.03,7.461164117758803,2387.7963526063495
C1202,T=42 | OTU=11 | Rep=R2,42,11,R2,1451,187,79.25,79.25,80.25,338.07,260.78,265.8,186.55,79.25,1,1,hybrid_drop_fraction,257.82,7.55578421860852,1948.0322872416484
C1203,T=42 | OTU=11 | Rep=R3,42,11,R3,1451,175,89.28,89.28,89.28,315,254.78,263.8,174.52,89.28,0,0,hybrid_drop_fraction,225.72,7.43443494544341,1678.1006558854865
C1204,T=42 | OTU=11 | Rep=R4,42,11,R4,1451,198,80.25,80.25,81.25,371.18,269.82,277.85,197.60000000000002,80.25,1,1,hybrid_drop_fraction,289.93,8.04580031943002,2332.7188866123456
C1205,T=42 | OTU=11 | Rep=R5,42,11,R5,1451,242,59.18,59.18,59.18,346.1,290.88,300.95,241.76999999999998,59.18,0,0,hybrid_drop_fraction,286.92,5.78234108804239,1659.0693049811227
C1206,T=42 | OTU=12 | Rep=R1,42,12,R1,1451,273,62.18,62.18,63.18,513.62,327.03,335.07,272.89,62.18,1,1,hybrid_drop_fraction,450.44,7.571559005682305,3410.5330385195375
C1207,T=42 | OTU=12 | Rep=R2,42,12,R2,1451,171,67.18,67.18,67.18,342.08,230.68,237.72,170.54,67.18,0,0,hybrid_slope_flatten,274.9,7.579202305045316,2083.522713656957
C1208,T=42 | OTU=12 | Rep=R3,42,12,R3,1451,211,53.17,53.17,53.17,341.08,246.75,263.8,210.63,53.17,0,0,hybrid_drop_fraction,287.90999999999997,6.60928570945612,1902.8794486095114
C1209,T=42 | OTU=12 | Rep=R4,42,12,R4,1451,183,68.2,68.2,68.2,325.02,247.75,250.77,182.57,68.2,0,0,hybrid_drop_fraction,256.82,7.247403478424113,1861.2781613288807
C1210,T=42 | OTU=12 | Rep=R5,42,12,R5,1451,197,70.2,70.2,71.2,409.28,251.77,266.82,196.62,70.2,1,1,hybrid_slope_flatten,338.08,7.503745478751248,2536.866271456222
C1211,T=42 | OTU=13 | Rep=R1,42,13,R1,1450,897,130.38,130.38,131.38,1245.38,1369.85,1029.73,899.35,130.38,1,1,hybrid_time_cap,1114,5.356544628399028,5967.190716036517
C1212,T=42 | OTU=13 | Rep=R2,42,13,R2,1450,897,162.5,162.5,256.78,1425.98,1454.1,1061.85,899.3499999999999,162.5,94,94.27999999999997,hybrid_time_cap,1169.2,5.748358798005035,6720.981106627487
C1213,T=42 | OTU=13 | Rep=R3,42,13,R3,1450,897,124.37,124.37,126.37,1425.98,1431.02,1023.72,899.35,124.37,2,2,hybrid_time_cap,1299.6100000000001,6.315557967194867,8207.762289746122
C1214,T=42 | OTU=13 | Rep=R4,42,13,R4,1450,897,126.37,126.37,127.37,1425.98,1454.1,1025.72,899.35,126.37,1,1,hybrid_time_cap,1298.6100000000001,6.085251608313314,7902.368591071753
C1215,T=42 | OTU=13 | Rep=R5,42,13,R5,1450,897,131.38,131.38,131.38,1425.98,1434.03,1030.73,899.35,131.38,0,0,hybrid_time_cap,1294.6,5.960826421322432,7716.88588504402
C1216,T=42 | OTU=14 | Rep=R1,42,14,R1,1450,453,64.17,64.17,157.48,651.25,523.78,517.78,453.60999999999996,64.17,93,93.30999999999999,hybrid_drop_fraction,493.77,7.0873623949207545,3499.526929740021
C1217,T=42 | OTU=14 | Rep=R2,42,14,R2,1450,421,49.13,49.13,119.35,581.98,469.63,470.63,421.5,49.13,70,70.22,hybrid_drop_fraction,462.63,6.419064658562657,2969.6518829908423
C1218,T=42 | OTU=14 | Rep=R3,42,14,R3,1450,363,131.38,131.38,131.38,629.17,487.7,494.72,363.34000000000003,131.38,0,0,hybrid_drop_fraction,497.78999999999996,8.455048252627437,4208.838469675412
C1219,T=42 | OTU=14 | Rep=R4,42,14,R4,1450,416,120.35,120.35,121.35,649.25,500.72,536.82,416.47,120.35,1,1,hybrid_drop_fraction,527.9,8.70946912894866,4597.728753171998
C1220,T=42 | OTU=14 | Rep=R5,42,14,R5,1450,423,108.32,108.32,108.32,654.27,500.72,531.8,423.47999999999996,108.32,0,0,hybrid_drop_fraction,545.95,8.870826817355058,4843.027900934994
C1221,T=42 | OTU=15 | Rep=R1,42,15,R1,1450,326,101.3,101.3,101.3,520.78,415.45,427.5,326.2,101.3,0,0,hybrid_drop_fraction,419.47999999999996,9.058740572249453,3799.9604952472005
C1222,T=42 | OTU=15 | Rep=R2,42,15,R2,1450,292,104.3,104.3,105.3,506.73,388.3,396.35,292.05,104.3,1,1,hybrid_drop_fraction,401.43,8.737833873687414,3507.6286519143387
C1223,T=42 | OTU=15 | Rep=R3,42,15,R3,1450,332,40.1,40.1,102.3,509.75,370.23,372.23,332.13,40.1,62,62.199999999999996,hybrid_drop_fraction,407.45,6.848712915885588,2790.5080775775828
C1224,T=42 | OTU=15 | Rep=R4,42,15,R4,1450,339,91.27,91.27,93.27,509.75,429.52,430.52,339.25,91.27,2,2,hybrid_drop_fraction,416.48,8.355561260807086,3479.9241539009354
