curve_code,series_id,T,OTU,Replicate,n_points_total,n_points_trimmed,peak_time_raw,peak_time,main_run_start_time,main_run_end_time,steepest_drop_time,chosen_end_time,fit_duration_min,delta_Ninoc_to_N0_min,start_shift_points,start_shift_time,end_reason,main_run_duration,main_run_drop,main_run_score
C001,T=22 | OTU=1 | Rep=R1,22,1,R1,1384,600,53.12,53.12,54.12,756.22,647.93,653.95,600.83,53.12,1,1,hybrid_slope_flatten,702.1,8.549230360008359,6002.414635761869
C294,T=26 | OTU=13 | Rep=R4,26,13,R4,1450,762,123.37,123.37,438.53,617.12,879.25,887.27,763.9,123.37,314,315.15999999999997,hybrid_drop_fraction,178.59000000000003,0.6731111800988714,120.21092565385746
C295,T=26 | OTU=13 | Rep=R5,26,13,R5,1450,746,122.35,122.35,813.97,846.12,838.07,870.22,747.87,122.35,689,691.62,hybrid_drop_fraction,32.14999999999998,2.4518108474928164,78.825718746894
C296,T=26 | OTU=14 | Rep=R1,26,14,R1,1450,682,184.57,184.57,813.97,845.12,869.22,868.22,683.6500000000001,184.57,627,629.4000000000001,hybrid_drop_fraction,31.149999999999977,2.947696067219228,91.8207324938789
C297,T=26 | OTU=14 | Rep=R2,26,14,R2,1450,858,82.22,82.22,650.25,895.28,927.42,942.47,860.25,82.22,566,568.03,hybrid_slope_flatten,245.02999999999997,3.8757182193964965,949.6672352987234
C298,T=26 | OTU=14 | Rep=R3,26,14,R3,1450,722,123.37,123.37,809.93,894.28,823,847.12,723.75,123.37,684,686.56,hybrid_slope_flatten,84.35000000000002,4.235136250002306,357.2337426876946
C299,T=26 | OTU=14 | Rep=R4,26,14,R4,1450,751,186.57,186.57,855.17,945.47,919.38,939.45,752.8800000000001,186.57,666,668.5999999999999,hybrid_drop_fraction,90.30000000000007,4.878668622396686,440.54377660242113
C300,T=26 | OTU=14 | Rep=R5,26,14,R5,1450,738,151.47,151.47,472.65,723.57,886.27,891.27,739.8,151.47,320,321.17999999999995,hybrid_slope_flatten,250.92000000000007,1.1717316872642964,294.0109149683573
C301,T=26 | OTU=15 | Rep=R1,26,15,R1,1450,667,121.35,121.35,370.23,579.97,790.87,789.87,668.52,121.35,248,248.88000000000002,hybrid_drop_fraction,209.74,0.8498806918162565,178.25397630154163
C302,T=26 | OTU=15 | Rep=R2,26,15,R2,1450,704,123.37,123.37,329.07,619.13,825,829.02,705.65,123.37,205,205.7,hybrid_drop_fraction,290.06,0.9486492376856859,275.16519788311007
C303,T=26 | OTU=15 | Rep=R3,26,15,R3,1450,558,123.37,123.37,656.28,685.4,674.35,682.38,559.01,123.37,531,532.91,hybrid_slope_flatten,29.120000000000005,2.2433475921644503,65.3262818838288
C304,T=26 | OTU=15 | Rep=R4,26,15,R4,1450,749,124.37,124.37,473.65,648.25,871.22,875.23,750.86,124.37,348,349.28,hybrid_drop_fraction,174.60000000000002,0.7334276350730473,128.0564650837541
C305,T=26 | OTU=15 | Rep=R5,26,15,R5,1450,765,122.35,122.35,471.65,721.57,885.25,889.27,766.92,122.35,348,349.29999999999995,hybrid_drop_fraction,249.92000000000007,1.3158968505666504,328.8689408936174
C306,T=26 | OTU=16 | Rep=R1,26,16,R1,1352,350,63.18,63.18,63.18,326.95,408.18,413.2,350.02,63.18,0,0,hybrid_drop_fraction,263.77,3.9989451029903007,1054.8017498157515
C307,T=26 | OTU=16 | Rep=R2,26,16,R2,1352,346,68.2,68.2,68.2,418.2,407.18,414.2,346,68.2,0,0,hybrid_slope_flatten,350,7.3968938764297825,2588.912856750424
C308,T=26 | OTU=16 | Rep=R3,26,16,R3,1352,372,72.2,72.2,72.2,512.45,420.22,444.3,372.1,72.2,0,0,hybrid_drop_fraction,440.25000000000006,9.313022883317055,4100.058324380334
C309,T=26 | OTU=16 | Rep=R4,26,16,R4,1352,346,71.2,71.2,71.2,448.3,408.18,417.2,346,71.2,0,0,hybrid_slope_flatten,377.1,8.652881338719606,3263.0015528311637
C310,T=26 | OTU=16 | Rep=R5,26,16,R5,1352,340,63.18,63.18,125.37,389.13,407.18,403.18,340,63.18,62,62.190000000000005,hybrid_drop_fraction,263.76,6.8624188945104745,1810.0316076160827
C311,T=26 | OTU=17 | Rep=R1,26,17,R1,1352,372,67.2,67.2,95.27,360.07,438.27,439.27,372.07,67.2,28,28.069999999999993,hybrid_drop_fraction,264.8,3.997649803241747,1058.5776678984146
C312,T=26 | OTU=17 | Rep=R2,26,17,R2,1352,369,71.2,71.2,97.27,451.3,440.27,440.27,369.07,71.2,26,26.069999999999993,hybrid_drop_fraction,354.03000000000003,8.834546755430981,3127.6945878252304
C313,T=26 | OTU=17 | Rep=R3,26,17,R3,1352,375,73.22,73.22,97.27,480.38,439.27,448.3,375.08000000000004,73.22,24,24.049999999999997,hybrid_slope_flatten,383.11,8.96028614545747,3432.7752251862116
C314,T=26 | OTU=17 | Rep=R4,26,17,R4,1352,364,73.22,73.22,73.22,452.3,439.27,437.27,364.04999999999995,73.22,0,0,hybrid_drop_fraction,379.08000000000004,8.747346760735295,3315.944210059536
C315,T=26 | OTU=17 | Rep=R5,26,17,R5,1352,348,69.2,69.2,95.27,390.15,411.2,417.2,348,69.2,26,26.069999999999993,hybrid_slope_flatten,294.88,5.838813788266998,1721.7494098841726
C316,T=26 | OTU=18 | Rep=R1,26,18,R1,1352,473,69.2,69.2,159.47,389.13,538.52,542.52,473.32,69.2,90,90.27,hybrid_drop_fraction,229.66,2.662212803273654,611.4037923998274
C317,T=26 | OTU=18 | Rep=R2,26,18,R2,1352,442,71.2,71.2,128.37,361.07,507.43,513.45,442.25000000000006,71.2,57,57.17,hybrid_slope_flatten,232.7,2.0406615088028754,474.8619330984291
C318,T=26 | OTU=18 | Rep=R3,26,18,R3,1352,466,71.2,71.2,98.28,451.3,538.52,537.5,466.3,71.2,27,27.08,hybrid_drop_fraction,353.02,4.336026330698425,1530.7040152631578
C319,T=26 | OTU=18 | Rep=R4,26,18,R4,1352,440,71.2,71.2,96.27,263.75,507.43,511.45,440.25,71.2,25,25.069999999999993,hybrid_drop_fraction,167.48000000000002,0.9285860231320431,155.51958715415458
C320,T=26 | OTU=18 | Rep=R5,26,18,R5,1352,444,68.2,68.2,127.37,298.87,504.43,512.45,444.25000000000006,68.2,59,59.17,hybrid_slope_flatten,171.5,1.1375810501229537,195.09515009608657
C321,T=26 | OTU=19 | Rep=R1,26,19,R1,1451,372,65.12,65.12,65.12,353.93,431.12,437.13,372.01,65.12,0,0,hybrid_slope_flatten,288.81,3.619940719891292,1045.4750793118042
C322,T=26 | OTU=19 | Rep=R2,26,19,R2,1451,390,68.12,68.12,89.13,474.27,461.22,458.22,390.1,68.12,21,21.00999999999999,hybrid_drop_fraction,385.14,9.0975952646839,3503.847840240357
C323,T=26 | OTU=19 | Rep=R3,26,19,R3,1451,409,44.08,44.08,120.2,551.48,457.22,453.2,409.12,44.08,76,76.12,hybrid_drop_fraction,431.28000000000003,8.592108594326062,3705.604594560944
C324,T=26 | OTU=19 | Rep=R4,26,19,R4,1451,400,68.12,68.12,90.13,499.35,460.22,468.25,400.13,68.12,22,22.00999999999999,hybrid_slope_flatten,409.22,9.61202516712687,3933.432938891658
C325,T=26 | OTU=19 | Rep=R5,26,19,R5,1451,398,64.12,64.12,89.13,495.32,459.22,462.23,398.11,64.12,25,25.00999999999999,hybrid_drop_fraction,406.19,9.337660623782755,3792.864368774317
C326,T=26 | OTU=20 | Rep=R1,26,20,R1,1451,372,63.12,63.12,88.13,467.23,432.13,435.13,372.01,63.12,25,25.009999999999998,hybrid_drop_fraction,379.1,9.687165019322627,3672.404258825208
C327,T=26 | OTU=20 | Rep=R2,26,20,R2,1451,349,89.13,89.13,89.13,470.25,432.13,438.15,349.02,89.13,0,0,hybrid_slope_flatten,381.12,9.46712367777056,3608.110176071916
C328,T=26 | OTU=20 | Rep=R3,26,20,R3,1451,349,89.13,89.13,89.13,471.25,432.13,438.15,349.02,89.13,0,0,hybrid_slope_flatten,382.12,9.43553198231797,3605.5054810833426
C329,T=26 | OTU=20 | Rep=R4,26,20,R4,1451,347,91.13,91.13,91.13,497.33,431.12,438.15,347.02,91.13,0,0,hybrid_slope_flatten,406.2,9.886589400176934,4015.9326143518706
C330,T=26 | OTU=20 | Rep=R5,26,20,R5,1451,370,63.12,63.12,89.13,442.17,432.13,433.13,370.01,63.12,26,26.009999999999998,hybrid_drop_fraction,353.04,8.680045426866762,3064.403237501042
C331,T=26 | OTU=21 | Rep=R1,26,21,R1,1451,461,60.12,60.12,88.13,382.02,521.4,521.4,461.28,60.12,28,28.009999999999998,hybrid_drop_fraction,293.89,3.3929183233137854,997.1447660386883
C332,T=26 | OTU=21 | Rep=R2,26,21,R2,1451,460,61.12,61.12,122.2,325.83,520.4,521.4,460.28,61.12,61,61.080000000000005,hybrid_drop_fraction,203.63,1.9491856911451233,396.91268228788147
C333,T=26 | OTU=21 | Rep=R3,26,21,R3,1451,459,62.12,62.12,87.13,297.73,521.4,521.4,459.28,62.12,25,25.009999999999998,hybrid_drop_fraction,210.60000000000002,1.85747027298771,391.18323949121174
C334,T=26 | OTU=21 | Rep=R4,26,21,R4,1451,435,65.12,65.12,65.12,213.47,520.4,500.35,435.23,65.12,0,0,hybrid_drop_fraction,148.35,1.0087830991489657,149.65297275874906
C335,T=26 | OTU=21 | Rep=R5,26,21,R5,1451,455,65.12,65.12,65.12,212.47,520.4,520.4,455.28,65.12,0,0,hybrid_drop_fraction,147.35,0.8879578734373776,130.8405926509976
C336,T=26 | OTU=22 | Rep=R1,26,22,R1,1401,393,61.22,61.22,88.3,226.72,454.43,454.43,393.21000000000004,61.22,27,27.08,hybrid_drop_fraction,138.42000000000002,0.950541050479929,131.57389220743178
C337,T=26 | OTU=22 | Rep=R2,26,22,R2,1401,393,62.22,62.22,91.3,396.25,454.43,455.43,393.21000000000004,62.22,29,29.08,hybrid_drop_fraction,304.95,4.883891893932234,1489.3428330546349
C338,T=26 | OTU=22 | Rep=R3,26,22,R3,1401,366,88.3,88.3,88.3,397.25,454.43,454.43,366.13,88.3,0,0,hybrid_drop_fraction,308.95,4.855801416078332,1500.1998474974007
C339,T=26 | OTU=22 | Rep=R4,26,22,R4,1401,390,64.23,64.23,64.23,397.25,452.42,454.43,390.2,64.23,0,0,hybrid_drop_fraction,333.02,4.669298809308277,1554.9698894758421
C340,T=26 | OTU=22 | Rep=R5,26,22,R5,1401,397,60.22,60.22,88.3,353.13,452.42,457.43,397.21000000000004,60.22,28,28.08,hybrid_drop_fraction,264.83,2.9851638781833927,790.5609498593078
C341,T=26 | OTU=23 | Rep=R1,26,23,R1,1401,415,61.22,61.22,89.3,315.03,467.48,476.52,415.29999999999995,61.22,28,28.08,hybrid_slope_flatten,225.72999999999996,1.6319339307843048,368.37644619594107
C342,T=26 | OTU=23 | Rep=R2,26,23,R2,1401,414,90.3,90.3,147.45,352.13,502.6,504.62,414.32,90.3,57,57.14999999999999,hybrid_drop_fraction,204.68,2.1895963429133296,448.1665794675003
C343,T=26 | OTU=23 | Rep=R3,26,23,R3,1401,438,64.23,64.23,90.3,353.13,502.6,502.6,438.37,64.23,26,26.069999999999993,hybrid_drop_fraction,262.83,2.3864852042489355,627.2399062327477
C344,T=26 | OTU=23 | Rep=R4,26,23,R4,1401,436,64.23,64.23,89.3,398.25,502.6,500.58,436.34999999999997,64.23,25,25.069999999999993,hybrid_drop_fraction,308.95,3.2592663348537707,1006.9503341530724
C345,T=26 | OTU=23 | Rep=R5,26,23,R5,1401,444,60.22,60.22,118.37,398.25,502.6,504.62,444.4,60.22,58,58.150000000000006,hybrid_drop_fraction,279.88,3.0389354489461455,850.5372534510471
C346,T=28 | OTU=1 | Rep=R1,28,1,R1,1451,320,72.17,72.17,73.17,450.27,388.1,392.12,319.95,72.17,1,1,hybrid_drop_fraction,377.09999999999997,9.173652575330664,3459.384386157193
C347,T=28 | OTU=1 | Rep=R2,28,1,R2,1451,328,60.13,60.13,61.15,469.32,383.1,388.1,327.97,60.13,1,1.019999999999996,hybrid_drop_fraction,408.17,7.813246338726303,3189.1327580779152
C348,T=28 | OTU=1 | Rep=R3,28,1,R3,1451,292,87.22,87.22,88.23,408.17,377.07,379.08,291.86,87.22,1,1.0100000000000051,hybrid_drop_fraction,319.94,8.807101317797859,2817.743995616247
C349,T=28 | OTU=1 | Rep=R4,28,1,R4,1451,292,88.23,88.23,89.23,405.15,377.07,380.08,291.84999999999997,88.23,1,1,hybrid_drop_fraction,315.91999999999996,8.657382476322798,2735.0402719198983
C350,T=28 | OTU=1 | Rep=R5,28,1,R5,1451,298,74.18,74.18,75.18,446.25,358.03,372.07,297.89,74.18,1,1,hybrid_slope_flatten,371.07,8.659572298987593,3213.307492985326
C351,T=28 | OTU=2 | Rep=R1,28,2,R1,1451,294,68.17,68.17,69.17,444.25,347,362.03,293.85999999999996,68.17,1,1,hybrid_drop_fraction,375.08,8.721091297539482,3271.1069238811087
C352,T=28 | OTU=2 | Rep=R2,28,2,R2,1451,286,77.18,77.18,78.18,330.97,363.03,363.03,285.84999999999997,77.18,1,1,hybrid_drop_fraction,252.79000000000002,7.010093577624975,1772.0815554878175
C353,T=28 | OTU=2 | Rep=R3,28,2,R3,1451,266,84.22,84.22,85.22,378.08,338.98,350.02,265.79999999999995,84.22,1,1,hybrid_drop_fraction,292.86,8.897451462539127,2605.7076353192087
C354,T=28 | OTU=2 | Rep=R4,28,2,R4,1451,272,73.17,73.17,74.18,268.83,344,345,271.83,73.17,1,1.0100000000000051,hybrid_drop_fraction,194.64999999999998,4.181803896588152,813.9881284708837
C355,T=28 | OTU=2 | Rep=R5,28,2,R5,1451,261,78.18,78.18,79.18,354.02,331.97,338.98,260.8,78.18,1,1,hybrid_drop_fraction,274.84,8.414846769700963,2312.7364861846127
C356,T=28 | OTU=3 | Rep=R1,28,3,R1,1451,323,66.17,66.17,66.17,450.27,385.1,389.12,322.95,66.17,0,0,hybrid_drop_fraction,384.09999999999997,9.01137399316653,3461.2687507752635
C357,T=28 | OTU=3 | Rep=R2,28,3,R2,1451,343,67.17,67.17,67.17,525.52,408.17,410.17,343,67.17,0,0,hybrid_drop_fraction,458.34999999999997,9.072439792608636,4158.352778942168
C358,T=28 | OTU=3 | Rep=R3,28,3,R3,1451,362,49.1,49.1,49.1,483.35,406.17,411.18,362.08,49.1,0,0,hybrid_drop_fraction,434.25,7.78886878602186,3382.3162703299927
C359,T=28 | OTU=3 | Rep=R4,28,3,R4,1451,314,74.18,74.18,74.18,413.18,376.07,388.1,313.92,74.18,0,0,hybrid_drop_fraction,339,8.803546455853086,2984.402248534196
C360,T=28 | OTU=3 | Rep=R5,28,3,R5,1451,353,37.1,37.1,38.1,475.33,387.1,390.12,353.02,37.1,1,1,hybrid_drop_fraction,437.22999999999996,7.824668500805091,3421.1798086070094
C361,T=28 | OTU=4 | Rep=R1,28,4,R1,1265,397,71.22,71.22,72.22,474.52,490.57,468.48,397.26,71.22,1,1,hybrid_drop_fraction,402.29999999999995,7.71075868075277,3102.038217266839
C362,T=28 | OTU=4 | Rep=R2,28,4,R2,1265,415,62.18,62.18,62.18,535.68,458.45,477.52,415.34,62.18,0,0,hybrid_drop_fraction,473.49999999999994,8.053277903677111,3813.2270873911116
C363,T=28 | OTU=4 | Rep=R3,28,4,R3,1265,389,70.22,70.22,71.22,528.67,462.47,459.45,389.23,70.22,1,1,hybrid_drop_fraction,457.44999999999993,9.023268105242035,4127.693994742968
C364,T=28 | OTU=4 | Rep=R4,28,4,R4,1265,352,86.28,86.28,87.28,457.45,437.38,438.4,352.12,86.28,1,1,hybrid_drop_fraction,370.16999999999996,9.304492483658885,3444.243982676009
C365,T=28 | OTU=4 | Rep=R5,28,4,R5,1265,403,66.2,66.2,67.2,504.6,469.5,469.5,403.3,66.2,1,1,hybrid_drop_fraction,437.40000000000003,9.553713543130613,4178.79430376533
C366,T=28 | OTU=5 | Rep=R1,28,5,R1,1265,424,73.23,73.23,74.23,638.02,489.55,497.58,424.34999999999997,73.23,1,1,hybrid_slope_flatten,563.79,9.093211584842146,5126.661759418153
C367,T=28 | OTU=5 | Rep=R2,28,5,R2,1265,407,64.2,64.2,64.2,493.57,458.45,471.5,407.3,64.2,0,0,hybrid_drop_fraction,429.37,8.793673898412212,3775.7397617612514
C368,T=28 | OTU=5 | Rep=R3,28,5,R3,1265,350,85.27,85.27,87.28,480.53,429.37,435.38,350.11,85.27,2,2.010000000000005,hybrid_slope_flatten,393.25,8.680917576618853,3413.770837005364
C369,T=28 | OTU=5 | Rep=R4,28,5,R4,1265,376,56.17,56.17,56.17,527.67,422.35,432.37,376.2,56.17,0,0,hybrid_slope_flatten,471.49999999999994,8.71865219460087,4110.844509754309
C370,T=28 | OTU=5 | Rep=R5,28,5,R5,1265,422,57.17,57.17,57.17,618.95,470.5,479.53,422.35999999999996,57.17,0,0,hybrid_slope_flatten,561.7800000000001,8.757883857309302,4920.003993359221
C371,T=28 | OTU=6 | Rep=R1,28,6,R1,1265,505,65.2,65.2,67.2,644.03,575.82,570.82,505.62000000000006,65.2,2,2,hybrid_drop_fraction,576.8299999999999,8.923762307339517,5147.493811742653
C372,T=28 | OTU=6 | Rep=R2,28,6,R2,1265,494,70.22,70.22,70.22,647.05,571.82,564.78,494.55999999999995,70.22,0,0,hybrid_drop_fraction,576.8299999999999,9.455310736506684,5454.10689213915
C373,T=28 | OTU=6 | Rep=R3,28,6,R3,1265,498,48.13,48.13,48.13,700.23,515.63,546.73,498.6,48.13,0,0,hybrid_drop_fraction,652.1,8.285915472629572,5403.245479701744
C374,T=28 | OTU=6 | Rep=R4,28,6,R4,1265,506,50.13,50.13,50.13,675.15,517.63,556.77,506.64,50.13,0,0,hybrid_drop_fraction,625.02,8.547745050133514,5342.5116112344485
C375,T=28 | OTU=6 | Rep=R5,28,6,R5,1265,520,52.15,52.15,147.45,716.28,578.83,572.82,520.6700000000001,52.15,95,95.29999999999998,hybrid_drop_fraction,568.8299999999999,7.9548510247899,4524.957908431238
C376,T=28 | OTU=7 | Rep=R1,28,7,R1,1297,348,62.22,62.22,63.22,564.78,399.32,410.35,348.13,62.22,1,1,hybrid_drop_fraction,501.55999999999995,9.34264017096615,4685.894604149782
C377,T=28 | OTU=7 | Rep=R2,28,7,R2,1297,366,72.27,72.27,73.27,547.73,418.37,438.42,366.15000000000003,72.27,1,1,hybrid_drop_fraction,474.46000000000004,8.760467180950046,4156.491258673559
C378,T=28 | OTU=7 | Rep=R3,28,7,R3,1297,351,82.28,82.28,83.28,567.8,437.42,433.4,351.12,82.28,1,1,hybrid_drop_fraction,484.52,9.116646294644546,4417.197462681175
C379,T=28 | OTU=7 | Rep=R4,28,7,R4,1297,355,74.27,74.27,75.27,523.67,420.37,429.4,355.13,74.27,1,1,hybrid_drop_fraction,448.4,9.004770546376818,4037.739112995365
C380,T=28 | OTU=7 | Rep=R5,28,7,R5,1297,384,59.2,59.2,60.22,561.77,437.42,443.43,384.23,59.2,1,1.019999999999996,hybrid_drop_fraction,501.54999999999995,7.822035825164431,3923.14206811122
C381,T=28 | OTU=8 | Rep=R1,28,8,R1,1297,336,68.25,68.25,69.25,430.4,399.32,404.33,336.08,68.25,1,1,hybrid_drop_fraction,361.15,9.445918754486838,3411.3935581829214
C382,T=28 | OTU=8 | Rep=R2,28,8,R2,1297,352,66.23,66.23,66.23,545.73,420.37,418.37,352.14,66.23,0,0,hybrid_drop_fraction,479.5,9.139934972051186,4382.598819098544
C383,T=28 | OTU=8 | Rep=R3,28,8,R3,1297,329,73.27,73.27,73.27,483.52,389.28,402.33,329.06,73.27,0,0,hybrid_drop_fraction,410.25,9.009715197580904,3696.235659807566
C384,T=28 | OTU=8 | Rep=R4,28,8,R4,1297,299,92.28,92.28,93.28,427.38,391.28,391.28,299,92.28,1,1,hybrid_drop_fraction,334.1,9.184633313782552,3068.585990134751
C385,T=28 | OTU=8 | Rep=R5,28,8,R5,1297,357,65.23,65.23,68.25,519.65,420.37,422.37,357.14,65.23,3,3.019999999999996,hybrid_drop_fraction,451.4,7.742277140445517,3494.8639011971063
C386,T=28 | OTU=9 | Rep=R1,28,9,R1,1297,369,51.17,51.17,51.17,524.67,397.32,420.37,369.2,51.17,0,0,hybrid_drop_fraction,473.49999999999994,9.042685076383808,4281.711383667733
C387,T=28 | OTU=9 | Rep=R2,28,9,R2,1297,381,44.13,44.13,44.13,566.78,397.32,425.38,381.25,44.13,0,0,hybrid_drop_fraction,522.65,9.757381584537018,5099.695485158272
C388,T=28 | OTU=9 | Rep=R3,28,9,R3,1297,328,76.27,76.27,76.27,522.67,404.33,404.33,328.06,76.27,0,0,hybrid_drop_fraction,446.4,9.079383335709338,4053.0367210606482
C389,T=28 | OTU=9 | Rep=R4,28,9,R4,1297,347,70.25,70.25,72.27,552.73,403.33,417.35,347.1,70.25,2,2.019999999999996,hybrid_drop_fraction,480.46000000000004,8.854517027774168,4254.241251164377
C390,T=28 | OTU=9 | Rep=R5,28,9,R5,1297,341,73.27,73.27,74.27,464.47,411.35,414.35,341.08000000000004,73.27,1,1,hybrid_drop_fraction,390.20000000000005,8.993072558899367,3509.0969124825338
C391,T=28 | OTU=10 | Rep=R1,28,10,R1,1232,356,72.2,72.2,72.2,563.77,423.32,428.33,356.13,72.2,0,0,hybrid_drop_fraction,491.57,9.48117625784819,4660.661813070435
C392,T=28 | OTU=10 | Rep=R2,28,10,R2,1232,370,73.22,73.22,73.22,502.57,442.4,443.4,370.17999999999995,73.22,0,0,hybrid_drop_fraction,429.35,9.194772077558483,3947.7753914997347
C393,T=28 | OTU=10 | Rep=R3,28,10,R3,1232,388,83.25,83.25,83.25,546.72,470.48,471.48,388.23,83.25,0,0,hybrid_drop_fraction,463.47,9.33802793306586,4327.8958061380345
C394,T=28 | OTU=10 | Rep=R4,28,10,R4,1232,360,81.25,81.25,82.25,473.48,443.4,441.38,360.13,81.25,1,1,hybrid_drop_fraction,391.23,9.388562237874362,3673.087204323587
C395,T=28 | OTU=10 | Rep=R5,28,10,R5,1232,371,72.2,72.2,72.2,543.7,443.4,443.4,371.2,72.2,0,0,hybrid_drop_fraction,471.50000000000006,9.029189170517377,4257.262693898943
C396,T=28 | OTU=11 | Rep=R1,28,11,R1,1232,366,67.18,67.18,67.18,527.65,419.3,433.35,366.17,67.18,0,0,hybrid_drop_fraction,460.46999999999997,9.227332641269179,4248.909861325218
C397,T=28 | OTU=11 | Rep=R2,28,11,R2,1232,364,73.22,73.22,74.22,507.58,438.37,437.37,364.15,73.22,1,1,hybrid_drop_fraction,433.36,9.394680998393508,4071.2789574638105
C398,T=28 | OTU=11 | Rep=R3,28,11,R3,1232,337,85.25,85.25,86.27,465.47,428.33,422.32,337.07,85.25,1,1.019999999999996,hybrid_drop_fraction,379.20000000000005,9.226269736781703,3498.601484187622
C399,T=28 | OTU=11 | Rep=R4,28,11,R4,1232,296,86.27,86.27,88.27,400.27,380.2,382.22,295.95000000000005,86.27,2,2,hybrid_drop_fraction,312,8.771869430471043,2736.8232623069653
C400,T=28 | OTU=11 | Rep=R5,28,11,R5,1232,324,79.23,79.23,80.23,416.3,402.27,403.27,324.03999999999996,79.23,1,1,hybrid_drop_fraction,336.07,8.995863818629207,3023.2399535267177
C401,T=28 | OTU=12 | Rep=R1,28,12,R1,1232,352,61.17,61.17,61.17,508.58,417.3,413.3,352.13,61.17,0,0,hybrid_drop_fraction,447.40999999999997,9.973572886375392,4462.276245093213
C402,T=28 | OTU=12 | Rep=R2,28,12,R2,1232,375,40.08,40.08,64.17,526.65,404.27,415.3,375.22,40.08,24,24.090000000000003,hybrid_drop_fraction,462.47999999999996,7.938239440555545,3671.2769764681284
C403,T=28 | OTU=12 | Rep=R3,28,12,R3,1232,329,75.22,75.22,75.22,506.58,401.27,404.27,329.04999999999995,75.22,0,0,hybrid_drop_fraction,431.36,9.458289931445949,4079.9279448285247
C404,T=28 | OTU=12 | Rep=R4,28,12,R4,1232,335,70.2,70.2,70.2,507.58,394.25,405.27,335.07,70.2,0,0,hybrid_drop_fraction,437.38,9.33508382389956,4082.9789628971894
C405,T=28 | OTU=12 | Rep=R5,28,12,R5,1232,343,71.2,71.2,72.2,508.58,417.3,414.3,343.1,71.2,1,1,hybrid_drop_fraction,436.38,9.720074507693273,4241.646113667191
C406,T=28 | OTU=13 | Rep=R1,28,13,R1,1385,710,74.23,74.23,129.43,914.23,784.78,785.8,711.5699999999999,74.23,55,55.2,hybrid_drop_fraction,784.8,8.195246875903248,6431.6297482088685
C407,T=28 | OTU=13 | Rep=R2,28,13,R2,1385,599,141.48,141.48,145.5,864.07,733.6,741.63,600.15,141.48,4,4.02000000000001,hybrid_drop_fraction,718.57,10.489391394706232,7537.361974494057
C408,T=28 | OTU=13 | Rep=R3,28,13,R3,1385,573,134.45,134.45,209.73,850.03,702.48,708.5,574.05,134.45,75,75.28,hybrid_slope_flatten,640.3,10.13864217501173,6491.772584660011
C409,T=28 | OTU=13 | Rep=R4,28,13,R4,1385,536,174.62,174.62,230.8,865.07,703.48,711.52,536.9,174.62,56,56.18000000000001,hybrid_slope_flatten,634.27,9.637667467541618,6112.883344637622
C410,T=28 | OTU=13 | Rep=R5,28,13,R5,1385,563,138.47,138.47,252.88,848.02,684.4,702.48,564.01,138.47,114,114.41,hybrid_drop_fraction,595.14,9.479179508875065,5641.438892911906
C411,T=28 | OTU=14 | Rep=R1,28,14,R1,1385,667,124.42,124.42,653.3,911.23,787.8,792.82,668.4000000000001,124.42,527,528.88,hybrid_drop_fraction,257.93000000000006,7.5097967298495565,1937.0018705300965
C412,T=28 | OTU=14 | Rep=R2,28,14,R2,1385,804,148.52,148.52,596.1,1111.93,926.28,954.4,805.88,148.52,446,447.58000000000004,hybrid_drop_fraction,515.83,9.863026465244626,5087.644941567136
C413,T=28 | OTU=14 | Rep=R3,28,14,R3,1385,657,152.53,152.53,642.27,1002.58,802.85,810.88,658.35,152.53,488,489.74,hybrid_slope_flatten,360.31000000000006,8.050112055143643,2900.5358745888066
C414,T=28 | OTU=14 | Rep=R4,28,14,R4,1385,626,173.62,173.62,261.92,961.43,794.83,800.85,627.23,173.62,88,88.30000000000001,hybrid_drop_fraction,699.51,9.666644683310588,6761.91462242259
C415,T=28 | OTU=14 | Rep=R5,28,14,R5,1385,639,176.62,176.62,258.9,937.33,804.87,816.92,640.3,176.62,82,82.27999999999997,hybrid_drop_fraction,678.4300000000001,9.963397297009921,6759.467628210441
C416,T=28 | OTU=15 | Rep=R1,28,15,R1,1385,583,141.48,141.48,546.92,765.73,716.53,725.58,584.1,141.48,404,405.43999999999994,hybrid_slope_flatten,218.81000000000006,8.834040878944984,1932.9764847219526
C417,T=28 | OTU=15 | Rep=R2,28,15,R2,1385,588,71.23,71.23,219.77,835.98,653.3,660.32,589.09,71.23,148,148.54000000000002,hybrid_drop_fraction,616.21,8.317882654843208,5125.562470740933
C418,T=28 | OTU=15 | Rep=R3,28,15,R3,1385,504,157.55,157.55,474.67,736.62,656.3,662.33,504.78000000000003,157.55,316,317.12,hybrid_slope_flatten,261.95,9.188897949015729,2407.03181774467
C419,T=28 | OTU=15 | Rep=R4,28,15,R4,1385,548,80.27,80.27,255.9,762.72,631.23,629.22,548.95,80.27,175,175.63,hybrid_drop_fraction,506.82000000000005,9.26941979112822,4697.9273385396045
C420,T=28 | OTU=15 | Rep=R5,28,15,R5,1385,588,134.45,134.45,502.78,839.98,713.52,723.57,589.1200000000001,134.45,367,368.33,hybrid_slope_flatten,337.20000000000005,9.456668863066966,3188.788740626181
C421,T=28 | OTU=16 | Rep=R1,28,16,R1,1284,320,66.15,66.15,67.15,538.37,390,386,319.85,66.15,1,1,hybrid_drop_fraction,471.22,9.717689552138486,4579.169670758698
